column,mean_LOO_best,mean_Val_best,mean_mean_PCE,mean_std_PCE,mean_LOO_LAR,mean_LOO_full,mean_Val_LAR,mean_Val_full,S1_Ec,ST_Ec,S1_Rel,ST_Rel,S1_Erat_1,ST_Erat_1,S1_E50_1,ST_E50_1,S1_c_1,ST_c_1,S1_phi_1,ST_phi_1,S1_k0_1,ST_k0_1,S1_Erat_2,ST_Erat_2,S1_E50_2,ST_E50_2,S1_c_2,ST_c_2,S1_phi_2,ST_phi_2,S1_k0_2,ST_k0_2
SF_6615_19,0.012186474999999999,,32216.839058729835,2377.621384274127,0.012186474999999999,0.0327025,,,0.06458016437833261,0.06458016437833261,0.000541958414690644,0.000541958414690644,3.874999169436058e-05,3.874999169436058e-05,8.910953995643977e-05,8.910953995643977e-05,0.0005166888330886524,0.0005166888330886524,9.06220443330536e-05,9.06220443330536e-05,0.027957317237602242,0.027957317237602242,0.001434570946643945,0.001434570946643945,0.005161765397872679,0.005161765397872679,0.00045523367857648936,0.00045523367857648936,0.0004892060582584818,0.0004892060582584818,0.8986446134789503,0.8986446134789503
SF_6614_19,0.007311075,,20694.660378648266,1950.3515389560562,0.007311075,0.0227153,,,0.014559953052773236,0.014559953052773236,0.0,0.0,2.566896082413835e-05,2.566896082413835e-05,0.00024705240490750666,0.00024705240490750666,4.477462558368701e-05,4.477462558368701e-05,4.4306901162076085e-05,4.4306901162076085e-05,0.001799836186583784,0.001799836186583784,0.009538712552194312,0.009538712552194312,0.006717066408558888,0.006717066408558888,0.00028698843506145557,0.00028698843506145557,0.0012558492393340568,0.0012558492393340568,0.9654797912330169,0.9654797912330169
SF_6613_19,0.0175143,,9763.303115005834,1284.593337447137,0.0175143,0.047306025,,,0.025910181033642225,0.025910181033642225,0.0,0.0,2.2615455232128208e-05,2.2615455232128208e-05,0.00020425753007564663,0.00020425753007564663,0.0009974861809724576,0.0009974861809724576,0.0,0.0,0.01498084555160329,0.01498084555160329,0.05079749860632091,0.05079749860632091,0.013807379688366503,0.013807379688366503,0.0012113250574045564,0.0012113250574045564,0.006032435906501125,0.006032435906501125,0.8860359749898812,0.8860359749898812
SF_6612_19,0.0725102,,-2223.4806980062144,1000.6813488847605,0.0725102,0.17953915,,,0.551157920923923,0.551157920923923,1.5805753205527573e-05,1.5805753205527573e-05,0.0010073791435368312,0.0010073791435368312,0.0031088281059630215,0.0031088281059630215,0.005823083472630982,0.005823083472630982,0.00041636781586074003,0.00041636781586074003,0.07933375050799638,0.07933375050799638,0.12455249720463549,0.12455249720463549,0.013653678814122073,0.013653678814122073,0.004251117079677949,0.004251117079677949,0.01585287645803455,0.01585287645803455,0.2008266947204133,0.2008266947204133
SF_6611_19,0.08156079999999999,,-15135.014899152227,1537.3366767730763,0.08156079999999999,0.21946075,,,0.8082614457937183,0.8082614457937183,0.0,0.0,0.0013597262517036678,0.0013597262517036678,0.0006429462350209501,0.0006429462350209501,0.002257518723798327,0.002257518723798327,0.0019404847621547713,0.0019404847621547713,0.0242326050634816,0.0242326050634816,0.045478002644120594,0.045478002644120594,0.004201787385439152,0.004201787385439152,0.0020698934675204015,0.0020698934675204015,0.009075011868275954,0.009075011868275954,0.10048057780476645,0.10048057780476645
SF_6610_19,0.07227382499999999,,-29712.400385426867,2213.022873286965,0.07227382499999999,0.23736507500000004,,,0.7684369475705898,0.7684369475705898,0.001103349929210782,0.001103349929210782,0.0015370046043793187,0.0015370046043793187,0.0004480685506682919,0.0004480685506682919,0.00113235804370169,0.00113235804370169,0.0020390233298531995,0.0020390233298531995,0.0018959595710711238,0.0018959595710711238,0.0024076988853696277,0.0024076988853696277,0.0004483634830132028,0.0004483634830132028,0.0014102202812757184,0.0014102202812757184,0.00603756622502998,0.00603756622502998,0.21310343952583716,0.21310343952583716
SF_6609_19,0.06114865,,-44420.26261539705,3011.4403644708636,0.06114865,0.21122380000000002,,,0.6707909441867413,0.6707909441867413,0.0018488839054723824,0.0018488839054723824,0.0006040252127278404,0.0006040252127278404,0.002072793424473143,0.002072793424473143,0.0028873754002899394,0.0028873754002899394,0.00016364695493848523,0.00016364695493848523,0.001664958477677957,0.001664958477677957,0.014052322811082403,0.014052322811082403,0.003756083803196586,0.003756083803196586,0.005127753803278411,0.005127753803278411,0.0036652951918506797,0.0036652951918506797,0.29336591682827085,0.29336591682827085
SF_6608_19,0.063468625,,-58735.06435285921,3540.4211445216333,0.063468625,0.2444971,,,0.679422495550916,0.679422495550916,0.0013514625005264036,0.0013514625005264036,0.0026754112663030473,0.0026754112663030473,0.0005444864176346947,0.0005444864176346947,0.0019703249696330543,0.0019703249696330543,0.0012702589878531363,0.0012702589878531363,0.000726565928278384,0.000726565928278384,0.10090643399978236,0.10090643399978236,0.018798604767845714,0.018798604767845714,0.0011747218200052572,0.0011747218200052572,0.0031896607225489985,0.0031896607225489985,0.18796957306867296,0.18796957306867296
SF_6607_19,0.065491475,,-72466.28706601789,3822.498953450658,0.065491475,0.3378118,,,0.62915636985089,0.62915636985089,0.001802187032858906,0.001802187032858906,0.0012077509076545835,0.0012077509076545835,0.003302619654077844,0.003302619654077844,0.002077705058584401,0.002077705058584401,0.0018021638192129872,0.0018021638192129872,0.0026206159686639648,0.0026206159686639648,0.2989267447839619,0.2989267447839619,0.05163357474335511,0.05163357474335511,0.004033166931903756,0.004033166931903756,0.0034371012488364923,0.0034371012488364923,0.0,0.0
SF_6606_19,0.044774074999999997,,-82639.63653246964,5119.304870275159,0.044774074999999997,0.23992385000000002,,,0.2873967262603992,0.2873967262603992,0.0,0.0,0.0003577088037398841,0.0003577088037398841,0.0020115640395674266,0.0020115640395674266,0.0009958077762808818,0.0009958077762808818,0.0013635231102535911,0.0013635231102535911,0.001221998977485665,0.001221998977485665,0.34988524741928334,0.34988524741928334,0.057542652120291506,0.057542652120291506,0.0008336766870139117,0.0008336766870139117,0.0019216992423078815,0.0019216992423078815,0.2964693955633768,0.2964693955633768
SF_6605_19,0.02443025,,-80847.73459317334,7170.590163796127,0.02443025,0.12896492499999998,,,0.09633934386286148,0.09633934386286148,0.00031808539607154065,0.00031808539607154065,0.00015107602791970823,0.00015107602791970823,0.0006871483578633153,0.0006871483578633153,0.00040895084406511174,0.00040895084406511174,0.0006576623333263303,0.0006576623333263303,0.0010749890208497333,0.0010749890208497333,0.26193330800781045,0.26193330800781045,0.05846526742692363,0.05846526742692363,0.00031950235332948757,0.00031950235332948757,0.0031793616409281464,0.0031793616409281464,0.576465304728051,0.576465304728051
SF_6604_19,0.053676749999999995,,911.1640465439414,5764.882615569269,0.053676749999999995,0.16943589999999997,,,0.01888227693460022,0.01888227693460022,0.0013594156720584257,0.0013594156720584257,0.0003397164697108488,0.0003397164697108488,0.001569641859635125,0.001569641859635125,0.003480641845712174,0.003480641845712174,0.0,0.0,0.007265663366711944,0.007265663366711944,0.6489813648831346,0.6489813648831346,0.19643515704885722,0.19643515704885722,0.003028832317650801,0.003028832317650801,0.00020537928379789355,0.00020537928379789355,0.11845191031813068,0.11845191031813068
SF_6581_19,0.080718425,,102400.6596525748,4052.827306296684,0.080718425,0.5014696,,,0.6672800450985139,0.6672800450985139,0.0008321535062246583,0.0008321535062246583,0.0027615025306998923,0.0027615025306998923,0.00041234928140657334,0.00041234928140657334,0.0046363591074655396,0.0046363591074655396,0.0010824485657521382,0.0010824485657521382,0.003654020794378926,0.003654020794378926,0.004535140295406475,0.004535140295406475,0.00784588492781327,0.00784588492781327,0.0045572440290650934,0.0045572440290650934,0.0740032923797666,0.0740032923797666,0.22839955948350682,0.22839955948350682
SF_6580_19,0.07265200000000001,,83863.48136587495,4696.317452325767,0.07265200000000001,0.33947115,,,0.643596926316895,0.643596926316895,0.0009006822005599598,0.0009006822005599598,0.0005760270135929969,0.0005760270135929969,0.0007339048973538667,0.0007339048973538667,0.004469867286959664,0.004469867286959664,0.001151666824126173,0.001151666824126173,0.002861152469012358,0.002861152469012358,0.01652112926301732,0.01652112926301732,0.02960546473821686,0.02960546473821686,0.00510385981773015,0.00510385981773015,0.010473291406365702,0.010473291406365702,0.28400602776616996,0.28400602776616996
SF_6579_19,0.081665125,,72886.59318096944,4257.951230103805,0.081665125,0.343450175,,,0.7541048020933008,0.7541048020933008,0.0030805188718001273,0.0030805188718001273,0.0012941697870040496,0.0012941697870040496,0.0014351416697437572,0.0014351416697437572,0.0050404931461775935,0.0050404931461775935,0.0010499799594552123,0.0010499799594552123,0.0024438588994452576,0.0024438588994452576,0.04643115125094298,0.04643115125094298,0.09767272858306851,0.09767272858306851,0.005352602788025997,0.005352602788025997,0.0015159998532063238,0.0015159998532063238,0.08057855309782942,0.08057855309782942
SF_6578_19,0.085582975,,71742.26384486319,4213.478856979296,0.085582975,0.31664127500000006,,,0.7690189172214189,0.7690189172214189,0.0035075844012788684,0.0035075844012788684,0.0010200657034648466,0.0010200657034648466,0.001998901933737798,0.001998901933737798,0.006421640437750663,0.006421640437750663,0.0017119712249883197,0.0017119712249883197,0.003220102615867705,0.003220102615867705,0.03920094658350694,0.03920094658350694,0.10742085664385562,0.10742085664385562,0.005575865352330696,0.005575865352330696,0.00807554872486202,0.00807554872486202,0.05282759915693756,0.05282759915693756
SF_6577_19,0.10045862500000001,,59139.54791479851,3568.1838480266074,0.10045862500000001,0.35779792499999996,,,0.788938385535394,0.788938385535394,0.002644219065230046,0.002644219065230046,0.0011228181634220494,0.0011228181634220494,0.0,0.0,0.002969919649181022,0.002969919649181022,0.0017512082965829285,0.0017512082965829285,0.0005804733924627317,0.0005804733924627317,0.010316435520524189,0.010316435520524189,0.09907613428530512,0.09907613428530512,0.0,0.0,0.01438438419612469,0.01438438419612469,0.07821602189577312,0.07821602189577312
