SM_6652_19,SM_6651_19,SM_6650_19,SM_6649_19,SM_6648_19,SM_6647_19,SM_6646_19,SM_6645_19,SM_6644_19,SM_6643_19,SM_6642_19,SM_6641_19,SM_6624_19,SM_6623_19,SM_6622_19,SM_6621_19,SM_6620_19,SM_6619_19,SM_6618_19,SM_6617_19,SM_6616_19,SM_6615_19,SM_6614_19,SM_6613_19,SM_6612_19,SM_6611_19,SM_6610_19,SM_6609_19,SM_6608_19,SM_6607_19,SM_6606_19,SM_6605_19,SM_6604_19,SM_6581_19,SM_6580_19,SM_6579_19,SM_6578_19,SM_6577_19,SM_6576_19,SM_6575_19,SM_6574_19,SM_6573_19,SM_6572_19,SM_6571_19,SM_6570_19,SM_6569_19,SM_6568_19,SM_6567_19,SM_6566_19,SM_6709_19,SM_6708_19,SM_6707_19,SM_6706_19,SM_6705_19,SM_6704_19,SM_6703_19,SM_6702_19,SM_6701_19,SM_6700_19,SM_6699_19,SM_6698_19,SM_6697_19,SM_6696_19,SM_6695_19,SM_6716_19,SM_6717_19,SM_6718_19,SM_6719_19,SM_6720_19,SM_6721_19,SM_6722_19,SM_6723_19,SM_6724_19,SM_6725_19,SM_6726_19,SM_6727_19,SM_6728_19,SM_6729_19,SM_6730_19,SM_6731_19,SM_6691_19,SM_6690_19,SM_6689_19,SM_6688_19,SM_6687_19,SM_6686_19,SM_6685_19,SM_6684_19,SM_6683_19,SM_6682_19,SM_6681_19,SM_6680_19,SM_6679_19,SM_6678_19,SM_6677_19,SM_6676_19,SM_6675_19,SM_6674_19,SM_6673_19,SM_6672_19,SM_6671_19,SM_6664_19,SM_6663_19,SM_6662_19,SM_6661_19,SM_6660_19,SM_6659_19,SM_6658_19,SM_6657_19,SM_6656_19,SM_6655_19,SM_6654_19,SM_6653_19
5285.48,5245.457,6373.1904,9338.829,15092.906,24763.584,39540.113,60523.4,88390.05,122908.42,161479.98,197112.23,205621.88,167852.88,104925.7,47444.06,7731.526,-14323.16,-25774.898,-34502.777,-46851.066,-62584.383,-75666.11,-83252.73,-85223.836,-81020.164,-69906.83,-51353.227,-25399.695,7724.888,47061.1,88684.195,109254.55,83228.516,35971.8,-3809.1128,-40513.773,-73697.58,-97099.5,-109523.63,-113275.91,-106250.664,-84674.68,-46108.816,11206.368,77756.73,133304.2,167075.53,174678.38,151165.97,111394.766,73492.02,40578.59,14596.025,-3769.8003,-14379.683,-17056.174,-11777.815,1181.2389,21430.084,48637.02,81972.836,119518.19,157745.0,180413.72,173294.48,139061.1,81728.086,13223.043,-45252.01,-84526.875,-106947.234,-114764.89,-110735.15,-97568.21,-74214.16,-41752.465,-7345.798,28459.164,70946.89,93997.76,74648.07,37316.742,3616.619,-24234.014,-46509.6,-63753.688,-76126.4,-83358.64,-84884.55,-80144.74,-68393.18,-52190.418,-38188.145,-27551.084,-14469.017,8750.891,49264.55,107518.76,166198.42,204181.9,202366.6,169726.11,132910.11,99076.52,71080.63,49354.19,33437.82,22396.223,15116.624,10547.594,7774.9585,6135.3867
-2168.6711,-2094.422,-716.7819,2625.9639,8889.444,19235.598,34919.105,57128.65,86647.79,123380.39,164845.39,204022.02,214984.4,176968.02,111763.734,51360.785,9072.36,-15056.282,-27721.14,-36461.875,-47836.89,-61972.207,-73171.47,-78824.09,-79020.83,-73477.11,-61717.336,-43468.727,-18740.71,12709.181,50468.996,90961.664,114252.11,89932.77,39374.914,-3606.8286,-42749.516,-77353.61,-100783.64,-111770.97,-113513.266,-106238.88,-86975.125,-51647.61,3891.8806,71021.57,128952.7,167708.42,185854.83,168510.02,127633.9,90457.98,59546.24,35758.684,19219.906,9656.688,6871.832,10813.607,21553.469,39317.93,64392.504,96589.63,134787.33,175722.0,195191.27,178938.2,138213.05,76873.61,6209.503,-51913.914,-89030.98,-109266.195,-116675.24,-114547.59,-103355.336,-79721.945,-45075.73,-7082.6226,33939.09,82423.336,105028.31,81913.46,44145.08,10402.564,-17061.266,-38716.57,-55334.176,-67497.03,-75390.47,-78440.664,-75717.54,-66105.83,-51964.29,-39666.836,-29919.02,-16465.662,8634.037,52383.363,114767.78,177108.1,216380.39,212137.6,175279.14,135007.64,98551.41,68616.24,45456.207,28462.463,16597.012,8681.758,3633.3787,531.01855,-1288.3197
12135.134,11788.167,12216.695,14087.441,18345.9,26119.03,38600.44,56914.11,81780.57,113056.695,148322.3,180909.22,188622.12,154074.6,96799.36,44851.4,9064.615,-10927.335,-21568.018,-30369.982,-43458.27,-60164.367,-74144.195,-82421.914,-84842.43,-80996.914,-70344.695,-52274.152,-26745.127,5747.105,43813.26,83458.78,100904.01,74437.21,30625.092,-5538.4604,-38871.99,-68991.85,-90275.63,-102470.805,-107742.695,-101974.51,-80873.95,-43298.91,11982.563,75763.586,128731.336,160239.27,165409.16,141262.66,102525.47,65028.94,31944.17,5433.0527,-13527.121,-24438.672,-26862.521,-20826.703,-6955.954,13962.121,41255.39,73899.58,110031.42,146492.94,169095.77,164188.62,132772.28,78699.95,13712.929,-42016.81,-79588.99,-100933.82,-107951.52,-102860.49,-89359.51,-68036.18,-39123.246,-8527.589,23208.523,61661.97,84998.125,68870.01,33354.793,826.0625,-26465.63,-48495.715,-65513.312,-77328.56,-83551.69,-83852.28,-78005.63,-65465.777,-48793.363,-34626.97,-24248.197,-11831.762,10091.669,47827.06,101446.38,154972.89,189964.56,188564.27,158178.7,123923.71,92670.22,67182.87,47833.65,34100.785,24977.623,19296.725,15970.827,14062.621,12899.775
9773.271,9194.826,9078.645,10082.213,13172.747,19561.838,30606.383,47678.47,71823.21,103293.23,140076.53,175802.69,187190.48,155051.17,98771.67,47048.465,11232.407,-8451.05,-18285.28,-25713.701,-36745.574,-51094.652,-62947.504,-69715.766,-71568.85,-68232.39,-59095.863,-43732.59,-22045.99,6432.5225,41668.86,80377.555,100381.66,77074.13,33805.24,-2381.383,-35617.3,-65436.066,-85672.96,-95217.8,-97015.74,-90736.48,-72848.93,-39564.52,11963.244,73112.14,124280.44,155893.02,165387.89,144785.19,106995.51,72139.03,42889.133,20422.6,4807.3916,-4224.9375,-6713.817,-2654.6125,7890.1865,24922.832,48655.83,78883.93,114221.89,151399.0,172766.92,164741.55,132296.83,78797.18,15053.68,-38319.64,-72992.945,-92188.625,-98824.414,-96257.68,-86352.44,-66310.51,-37068.516,-5705.8506,27651.002,68011.67,89166.87,69678.88,34394.29,3809.5576,-20318.332,-38900.203,-52933.33,-62939.82,-68903.72,-70151.414,-65871.336,-55224.953,-40609.69,-28375.38,-19531.484,-8463.352,12211.575,49145.562,102108.27,154492.9,187398.8,182630.08,149144.72,113516.05,82228.93,57574.707,39515.1,27215.541,19460.81,14956.25,12548.95,11279.195,10471.086
7780.0923,7530.4844,8168.9136,10361.939,15069.181,23457.363,36788.516,56276.23,82744.75,116158.586,154165.88,190042.4,200101.4,164989.67,104739.8,49154.19,10352.647,-11408.998,-22752.771,-31344.639,-43385.95,-58628.21,-71148.56,-78239.14,-79923.82,-75780.03,-65173.957,-47734.297,-23500.875,7615.4336,45052.617,85253.61,105874.09,81095.46,35010.15,-3566.3743,-38876.535,-70535.805,-92399.14,-103338.8,-105869.02,-98782.44,-79000.54,-43821.89,9593.921,72837.47,126427.484,160475.36,171511.22,150483.61,110593.84,73114.54,41276.367,16584.686,-691.2186,-10705.612,-13460.382,-8956.751,2707.0898,21470.613,47401.977,80071.305,117812.97,156901.45,178051.2,167459.94,131996.67,76012.55,10384.745,-44454.188,-80226.555,-100275.46,-107553.336,-104720.836,-93491.74,-71806.48,-40724.887,-7307.5522,28261.729,71166.73,93729.18,73783.45,37174.582,4579.063,-21944.982,-42875.645,-58931.3,-70458.88,-77350.77,-78959.36,-74552.93,-63328.82,-47771.047,-34412.758,-24332.977,-11832.521,10678.646,50210.344,106720.72,162890.95,198542.22,195196.39,162009.25,125614.94,92813.8,66193.05,45976.707,31547.582,21854.863,15711.182,12024.459,9863.847,8563.822
193.15697,262.21,1717.5051,5247.63,11823.992,22582.3,38697.82,61220.996,90735.64,126841.664,166645.45,202623.6,209479.44,169014.16,104396.89,46392.465,6716.4097,-15257.139,-26484.889,-34852.645,-46917.586,-62489.406,-75508.79,-83055.9,-84949.98,-80622.02,-69448.1,-51173.63,-26176.584,4986.655,41216.332,78886.95,99321.09,76051.44,29825.18,-9787.616,-46721.383,-80014.484,-103183.3,-114933.16,-117755.91,-110162.75,-88483.086,-50040.895,7206.299,74181.695,131127.05,168299.52,182831.7,161735.08,117285.484,74640.74,37798.7,8794.058,-11688.055,-23545.926,-26709.584,-21209.38,-7277.789,14804.646,44791.1,81917.05,124154.82,167394.69,189783.39,176931.27,137838.2,77509.65,7327.0444,-51976.266,-91534.766,-113814.28,-121204.76,-117093.82,-104307.84,-81055.17,-48383.26,-13667.537,22482.799,64959.03,85970.234,66797.31,33036.984,1767.7355,-24694.514,-46313.355,-63372.367,-75854.56,-83363.57,-85240.0,-80798.516,-69228.516,-53148.8,-39210.098,-28522.346,-14941.092,9271.57,50621.703,109837.87,170501.78,211021.86,210480.19,177253.78,138927.05,103261.83,73392.97,49908.168,32435.346,20087.553,11766.959,6414.9683,3101.7256,1145.6407
5329.1953,5398.633,6754.5264,10058.331,16245.196,26418.145,41727.95,63220.875,91504.88,126277.65,164876.28,200261.31,208368.39,170168.31,106596.414,48206.91,7561.711,-15328.38,-27471.754,-36741.203,-49527.555,-65597.23,-78879.3,-86496.31,-88306.26,-83790.31,-72292.77,-53294.188,-26827.684,6823.6294,46646.46,88781.32,110258.914,85010.3,37517.164,-3287.7527,-41472.727,-76253.336,-100892.766,-113945.51,-117641.79,-109863.97,-87130.016,-47392.89,11028.342,78573.62,134979.66,169735.28,178885.6,155660.64,114402.74,74939.52,40658.508,13594.091,-5545.497,-16613.549,-19438.488,-14001.902,-571.98376,20476.889,48813.707,83566.695,122677.58,162373.23,185137.81,176725.28,141203.45,82702.85,12960.192,-46801.84,-87323.94,-110852.16,-119441.57,-115486.21,-101590.03,-76930.52,-42815.836,-6781.8384,30173.273,72911.41,95131.21,74864.82,37039.086,2797.3694,-25626.395,-48441.98,-66145.12,-78871.07,-86343.72,-87986.18,-83253.95,-71429.86,-55065.453,-40777.293,-29658.271,-15757.382,8653.7295,50619.51,110493.65,170632.47,209535.02,208006.48,175155.92,137834.84,103320.59,74565.26,52073.613,35442.63,23774.068,15977.616,11013.752,7973.066,6193.126
12381.165,12284.668,13237.667,15893.6,21185.562,30238.027,44246.49,64328.88,91182.25,124647.92,162295.39,197413.72,207121.34,171922.1,110521.22,52716.875,11448.759,-12565.383,-25859.533,-36071.77,-49423.2,-65643.82,-78739.5,-85953.26,-87272.09,-82230.55,-70190.27,-50799.3,-24176.248,9521.342,49366.71,91439.695,113152.734,87290.164,38203.633,-3647.4822,-42357.35,-77221.92,-101493.58,-113788.91,-116736.29,-109090.94,-87291.94,-48447.965,9423.73,76849.875,133556.36,169128.14,180203.44,158100.8,116614.14,77439.48,43835.977,17584.95,-818.45276,-11440.905,-14265.151,-9291.834,3337.8384,23493.771,51100.605,85473.6,124706.05,165070.17,187420.23,177282.11,140401.86,81117.47,11093.8545,-48405.05,-88249.33,-110952.65,-118895.734,-115134.99,-102075.07,-77894.77,-43708.863,-7037.1685,31263.725,76006.56,98941.18,78213.96,40247.312,5732.143,-22984.639,-46064.457,-63985.8,-76928.69,-84688.805,-86631.76,-82132.5,-70552.09,-54456.523,-40281.89,-28956.807,-14602.656,10402.294,52775.44,111873.984,169620.31,205936.97,203250.67,170750.66,134621.2,101662.164,74571.555,53699.637,38546.543,28144.477,21367.973,17172.525,14659.332,13177.44
4233.725,4137.6606,5150.0522,7954.6494,13521.559,22999.963,37600.81,58443.984,86217.87,120670.91,159130.81,194431.42,202202.9,164068.4,102008.88,46180.56,7954.26,-13170.835,-23946.988,-32170.031,-44302.594,-60052.535,-73298.22,-81128.625,-83381.35,-79512.76,-68874.625,-51040.965,-26188.791,5260.8955,42238.246,81035.32,100357.25,75675.37,30694.797,-6854.189,-41387.953,-72429.98,-94065.79,-105536.516,-109281.46,-102894.72,-82406.57,-45493.754,9706.025,74221.74,128661.36,162858.69,172491.38,149606.9,108168.84,68585.57,34255.94,7135.5005,-12052.108,-23105.537,-25825.135,-20233.309,-6696.588,14303.628,42402.055,76853.39,115793.46,155593.28,178370.33,169816.73,134818.28,78125.96,11246.266,-45449.574,-83189.88,-104352.9,-111266.88,-106930.71,-94356.39,-72578.2,-42334.46,-10217.412,23487.375,64218.594,86341.54,68176.79,33329.227,1545.321,-24982.578,-46383.285,-63078.066,-75103.56,-82053.71,-83321.055,-78359.13,-66412.484,-50093.742,-36131.918,-25763.176,-13032.636,9715.924,49076.223,105588.734,163015.66,200868.61,199501.8,167173.83,130477.82,96733.93,68857.445,47295.57,31577.355,20748.086,13673.766,9282.105,6641.2817,5074.9014
-9002.232,-8718.496,-6880.7104,-2841.7207,4325.73,15726.641,32536.086,55848.637,86359.664,123866.54,165768.45,205012.56,214850.62,174413.3,107135.96,45989.695,4090.566,-19088.734,-30848.65,-39064.363,-50232.07,-64415.086,-75938.86,-82143.46,-83006.56,-78036.73,-66536.58,-48106.293,-22646.006,10257.281,50297.742,93946.47,117088.3,91735.58,42872.387,1298.6094,-36806.3,-70856.836,-94193.47,-105434.73,-107681.625,-101232.69,-82526.56,-47235.02,7818.2983,73358.54,128598.195,163718.66,176893.58,157667.02,118997.92,84006.1,55014.215,32837.67,17481.188,8626.126,6138.614,10005.655,20265.879,37079.0,60744.625,91136.75,127097.35,165462.83,186134.6,174926.86,138585.56,80394.01,11619.201,-45914.37,-83249.56,-103777.97,-110800.44,-108063.64,-96900.266,-73688.414,-39621.066,-2385.4854,37550.652,84693.5,108123.9,84488.68,43327.207,7472.209,-21109.86,-43218.684,-59909.273,-71952.97,-79637.54,-82385.71,-79165.4,-68910.86,-54269.418,-41856.3,-32483.676,-19898.814,4205.863,47537.676,110742.71,175131.47,216345.16,213098.0,176562.22,136076.84,98980.36,68092.57,43787.387,25576.088,12543.237,3604.4287,-2261.1145,-5936.5557,-8070.651
998.4909,1063.292,2361.074,5524.789,11467.032,21295.873,36211.02,57366.234,85545.984,120711.27,160564.9,198607.88,210030.73,173348.33,108964.49,49000.98,6959.818,-16933.785,-29519.184,-38507.742,-50370.094,-65168.953,-77172.69,-83712.08,-84769.99,-79790.81,-67920.43,-48586.332,-21553.748,13696.387,56792.03,103790.81,125280.73,95341.29,44742.453,2682.5398,-35181.11,-68851.57,-91901.44,-103041.66,-105351.66,-98882.29,-79989.15,-44409.402,10710.589,75769.46,129588.27,161620.97,169218.44,148643.19,114003.94,82376.21,55918.86,35536.695,21374.336,13218.131,11023.343,14806.718,24538.51,40242.914,62092.992,89819.54,122164.35,156100.23,176192.72,169118.64,136734.72,81248.734,14152.746,-42605.754,-79858.375,-100665.58,-107881.12,-105045.664,-93856.55,-71109.35,-37580.78,-649.0346,39189.773,86909.07,114012.56,91959.695,47886.195,9693.734,-20581.299,-43863.508,-61306.707,-73732.234,-81462.195,-83939.54,-80303.945,-69693.74,-54666.742,-41750.97,-31783.79,-18576.676,5974.884,49164.723,110759.45,171868.47,209684.66,205322.5,170066.27,131690.47,96943.875,68406.32,46322.17,30118.291,18809.967,11275.991,6483.5576,3548.683,1831.6748
4943.791,4784.4917,5615.0605,8109.3413,13242.773,22210.65,36312.453,56797.477,84517.57,119459.516,159256.78,197032.11,208125.25,172343.52,110227.9,52551.95,12021.947,-11074.074,-23256.092,-32051.785,-43774.78,-58367.832,-70098.47,-76363.77,-77270.93,-72507.555,-61524.82,-44092.96,-20346.145,9890.361,46210.305,85155.96,107101.73,83525.18,35621.85,-4867.604,-41755.22,-74384.43,-96389.0,-106673.73,-108456.63,-101923.41,-83425.88,-48542.223,6000.0815,71286.19,127096.59,163811.6,179943.4,161288.5,119719.82,81688.53,50005.8,25730.955,8923.983,-763.3919,-3519.9824,614.9228,11679.909,29867.662,55495.625,88387.195,127280.07,168838.78,189771.12,175883.62,137411.42,78161.8,9291.167,-47887.848,-84690.28,-104553.32,-111227.19,-108724.65,-98273.05,-76324.016,-43973.59,-8594.739,29613.908,75335.41,97257.82,75777.33,39904.03,7773.9194,-18429.637,-39146.062,-55091.176,-66739.08,-74156.59,-76590.79,-73044.47,-62639.812,-47863.383,-35075.76,-25091.078,-11944.133,12020.75,53600.09,112562.77,171021.22,207691.2,203292.81,167902.98,129442.41,94915.336,66923.67,45648.793,30415.24,20117.375,13524.542,9515.6875,7144.2046,5736.2363
3744.7734,3873.265,5338.7,8777.453,15102.548,25418.648,40907.953,62679.504,91436.26,127040.125,167070.58,204812.31,215568.45,178222.4,112875.52,51433.625,7739.1196,-17688.936,-31382.137,-41031.97,-53316.973,-68333.15,-80298.125,-86540.37,-87062.02,-81368.93,-68700.68,-48571.914,-20877.434,14691.814,57608.36,103770.38,127625.81,100099.28,47494.05,2019.7604,-39970.68,-77652.52,-103649.945,-116306.65,-118844.93,-111265.8,-90001.516,-50963.7,8603.617,78550.06,136855.78,172576.62,183304.64,162751.05,125158.6,90691.61,61751.402,39389.44,23806.533,14791.75,12278.4795,16279.918,26802.768,43947.93,67908.45,98322.51,133794.73,171102.16,192420.98,183007.16,146281.42,85421.7,12647.355,-49142.223,-90211.7,-113403.55,-121538.76,-118180.76,-105034.62,-79101.31,-41729.867,-1204.0891,41235.31,89777.79,114187.516,90735.71,48307.074,10681.573,-19783.64,-43707.027,-61961.46,-75172.99,-83546.984,-86501.33,-83192.85,-72781.195,-57783.355,-44560.87,-33790.684,-19165.514,7295.3706,52520.67,115924.14,178178.3,216695.75,212763.05,177418.67,138605.5,103249.96,74041.06,51297.27,34498.05,22680.938,14732.513,9621.143,6461.0474,4613.1743
15292.114,15457.594,16738.04,19735.197,25324.854,34562.406,48550.98,68291.86,94339.92,126375.1,161829.25,193949.05,201163.05,165698.23,105896.66,50288.77,10838.456,-12362.783,-25794.967,-36948.285,-51936.246,-70025.38,-84756.78,-93086.805,-94793.2,-89429.266,-76539.64,-55708.31,-27086.39,8484.296,49009.44,89953.28,108565.016,80945.47,32897.258,-7764.29,-45511.598,-79330.72,-103275.37,-117121.89,-122956.62,-116502.84,-93209.39,-52075.156,7708.942,76264.77,133590.14,168960.97,176951.3,152513.98,110958.195,70235.305,33892.8,4537.6885,-16507.695,-28619.873,-31344.35,-24722.45,-9421.095,13724.797,43888.777,79755.49,119114.7,158396.64,181549.42,173984.62,138160.33,78911.164,8557.118,-52000.84,-93256.71,-116716.766,-124071.3,-117997.71,-102634.36,-78520.71,-45953.33,-11239.623,24499.725,66361.734,90392.55,73338.37,36873.016,2198.0205,-27897.26,-52813.117,-72376.016,-86122.086,-93527.93,-94264.68,-88197.89,-74962.086,-57223.176,-41544.152,-29087.553,-14054.349,10941.951,52236.785,109371.016,165161.06,201087.8,200425.58,170675.61,136443.67,104615.56,78085.164,57382.516,42146.918,31510.53,24449.176,20021.172,17392.365,15933.185
9102.802,8699.463,8950.257,10507.392,14322.684,21578.861,33586.766,51652.32,76737.875,109011.11,146401.2,182568.3,194181.27,161347.34,103117.23,48960.273,11039.697,-10226.37,-21244.4,-29484.402,-41043.848,-55736.53,-67782.164,-74578.73,-76229.37,-72359.07,-62285.188,-45549.027,-22006.44,8823.82,46749.9,88256.99,108796.09,83359.23,37742.113,-315.26584,-35037.188,-66136.16,-87349.42,-97493.016,-99506.36,-93172.86,-74956.43,-40960.746,11650.62,73945.28,125855.34,157580.98,166368.84,145639.2,108862.37,75074.336,46756.516,25000.986,9886.892,1157.1641,-1239.0833,2704.2778,12942.852,29492.434,52559.723,81924.48,116254.875,152351.25,173326.73,165661.36,133299.0,79316.65,14726.308,-39505.586,-74836.89,-94470.24,-101317.234,-98717.29,-88435.055,-67560.64,-37006.875,-3932.5862,31483.264,74293.64,97486.96,77174.234,38956.07,5777.639,-20483.51,-40702.49,-55913.957,-66731.16,-73249.79,-74813.555,-70585.32,-59770.55,-44848.973,-32205.41,-22767.87,-10804.789,11189.881,49982.98,105117.875,159244.31,192745.11,187781.53,154016.92,118042.195,86243.53,60930.58,42121.137,29045.771,20551.121,15394.08,12461.452,10821.367,9815.344
1565.8236,1449.8645,2368.854,4975.172,10201.569,19161.814,33049.79,53009.18,79815.38,113377.11,151283.44,186869.34,195757.88,158769.17,97461.266,42201.324,4827.308,-15103.751,-24963.44,-32694.66,-44388.168,-59698.906,-72638.36,-80395.59,-82863.95,-79451.78,-69323.53,-51781.65,-26597.098,6387.5356,46542.9,90283.625,109007.76,80568.41,35745.21,-498.532,-33322.656,-63078.902,-84122.13,-95484.01,-99290.62,-93106.305,-73440.88,-38264.96,14385.169,75544.93,125770.25,154875.28,159438.84,137134.34,101718.44,68095.87,38990.355,16075.524,-108.60516,-9442.381,-11721.483,-6914.2295,4715.114,22730.574,46803.637,76236.945,109365.17,143084.02,163843.03,159303.08,130353.82,79227.71,16905.904,-36278.68,-71803.12,-92304.51,-100108.8,-97053.85,-85328.23,-64326.33,-34952.074,-3693.3806,29522.885,70649.195,96310.86,77833.72,37502.438,2542.5054,-25315.959,-46856.543,-63080.168,-74474.56,-80977.46,-82066.414,-77072.86,-65209.867,-49171.094,-35724.973,-26129.684,-14652.212,6494.191,44686.88,100736.55,157843.22,194829.53,192400.45,159785.6,123571.57,90611.03,63574.086,42772.363,27667.377,17295.408,10541.118,6362.348,3858.3792,2373.3384
-10551.785,-10345.634,-8719.741,-5025.151,1673.1611,12495.233,28648.238,51287.64,81205.62,118311.62,160122.8,199750.86,210167.53,170038.38,103306.36,43407.348,3167.3347,-18286.275,-28653.486,-36010.44,-46728.066,-60707.945,-72274.164,-78835.54,-80368.305,-76283.42,-65704.98,-48062.92,-23086.623,9897.001,50806.78,96161.65,117093.125,88790.77,41297.438,2231.889,-32803.996,-63927.61,-85167.91,-95349.46,-97449.97,-91728.17,-74604.164,-41675.83,10277.703,72187.266,123426.44,154066.31,162162.55,142670.47,108743.11,78071.516,52663.27,33199.555,19704.088,11935.55,9821.95,13369.644,22567.0,37480.17,58350.723,85089.82,116642.49,150020.8,169571.27,162537.92,131559.44,78507.445,14297.072,-39594.227,-74426.5,-93614.08,-100186.734,-97713.42,-87715.695,-66613.016,-35337.98,-1082.9419,36201.57,81537.02,107402.125,85615.84,42662.094,6196.5225,-22095.58,-43430.16,-59188.996,-70349.91,-77308.66,-79490.86,-75823.41,-65297.273,-50671.906,-38635.914,-30066.63,-18809.918,3570.0208,45147.867,106893.97,170491.06,211074.88,207128.8,170352.84,130036.92,93378.24,63091.473,39462.754,21922.9,9504.303,1091.8751,-4352.887,-7722.8037,-9674.476
1509.5243,1362.9905,2292.7014,5009.3086,10524.967,20040.723,34825.266,56051.836,84448.58,119759.73,159208.56,195286.98,202765.39,163691.89,101524.766,46480.22,9131.632,-11343.738,-21532.096,-29194.197,-40787.98,-56031.297,-68890.38,-76497.48,-78751.99,-75185.96,-65218.75,-48570.18,-25586.752,3270.1196,37127.54,72607.74,91584.96,69391.9,26260.785,-10275.894,-44252.406,-74836.67,-95945.03,-106596.336,-109327.69,-102420.17,-82094.65,-45679.52,8984.588,73177.39,127673.13,162970.83,176100.48,154930.69,111553.695,69938.11,33986.086,5652.713,-14392.077,-25988.56,-29008.564,-23487.492,-9710.724,11964.89,41249.05,77436.734,118624.06,160826.38,183295.94,171931.27,134964.88,77347.26,10072.24,-46701.324,-84356.02,-105409.945,-112289.48,-108343.22,-96506.2,-75177.28,-45208.496,-13571.065,19334.602,58596.117,78439.22,60660.09,29046.555,70.56672,-24206.707,-43927.28,-59455.12,-70776.125,-77430.31,-78739.74,-74065.945,-62575.797,-46831.09,-33490.098,-23724.637,-11339.569,11364.277,50431.95,106497.88,164240.92,203040.05,201780.4,168422.19,130460.37,95624.47,66939.85,44854.227,28848.283,17904.867,10825.565,6480.565,3894.051,2358.763
3674.436,3486.5796,4422.852,7196.7334,12803.935,22395.814,37155.22,58148.355,86001.305,120393.625,158569.34,193247.06,200043.58,161303.55,99705.01,44978.8,7634.86,-13023.913,-23440.705,-31488.281,-43761.832,-59840.047,-73474.61,-81650.15,-84158.59,-80460.66,-69902.51,-52022.06,-27032.607,4397.0293,40864.938,78488.516,96320.625,71604.086,28026.338,-8360.419,-42088.617,-72546.734,-93924.266,-105793.2,-110528.31,-104636.74,-83708.4,-46034.12,9807.213,74627.3,129016.93,162737.0,170798.11,147076.33,106098.3,66409.09,31525.98,3652.1023,-16238.962,-27694.395,-30354.283,-24262.13,-9985.432,11778.243,40438.71,75037.09,113649.07,152730.05,175829.88,168654.95,134509.39,78170.82,11344.61,-45680.004,-83946.43,-105460.555,-112257.79,-107085.08,-93671.17,-72003.75,-42497.26,-11420.273,20695.562,59240.67,80962.72,64373.15,30763.86,-356.70715,-26707.129,-48197.273,-65004.93,-76912.07,-83486.625,-84283.4,-78849.75,-66465.06,-49762.54,-35540.086,-25161.383,-12416.287,10532.6875,49587.496,104977.516,161460.8,199346.94,198675.16,166959.55,130511.79,96812.85,68880.25,47227.63,31420.586,20518.424,13385.704,8941.063,6241.67,4602.6157
3662.491,3712.4353,5082.8486,8451.772,14770.331,25143.584,40707.324,62474.734,91006.94,125919.195,164418.88,199289.56,206182.42,166701.42,102957.66,45568.035,6262.8677,-15581.049,-26962.463,-35764.445,-48496.695,-64841.58,-78588.336,-86735.01,-89017.2,-84773.67,-73280.1,-54001.844,-27061.24,6890.6055,46318.707,87024.875,106124.305,79497.93,32819.766,-6265.2007,-42418.74,-75108.734,-98343.04,-111486.78,-116758.61,-110514.74,-88377.45,-48756.7,9580.511,76932.2,133168.86,167280.5,173910.48,149362.03,109109.336,70070.84,35558.914,7843.655,-11968.343,-23366.588,-25973.879,-19805.586,-5424.606,16418.06,45045.68,79348.59,117300.14,155528.28,178685.36,172343.66,138160.22,80487.48,11550.015,-47646.125,-87720.42,-110534.27,-117998.66,-112658.52,-98149.94,-74721.66,-43009.48,-9498.737,25087.244,66104.914,89319.336,71596.3,35257.125,1659.8004,-26776.018,-49932.297,-68018.97,-80896.67,-88170.74,-89385.77,-84104.016,-71639.805,-54665.273,-39986.812,-28877.064,-15266.49,8606.758,49306.055,107358.625,166373.48,205463.38,205008.14,173236.11,136508.89,102268.94,73582.92,51042.543,34303.668,22509.822,14595.397,9531.861,6411.7393,4569.8325
6374.7305,5816.7705,5736.243,6781.9194,9903.565,16273.93,27200.334,44007.93,67715.1,98534.45,134398.47,168964.92,178670.67,145199.11,89298.34,39483.633,6293.4497,-10861.775,-18784.307,-25049.709,-35573.938,-49941.953,-62196.605,-69612.414,-72216.125,-69612.125,-61102.555,-46003.926,-24048.744,5087.994,41150.816,80765.51,98396.58,72470.34,30722.35,-2676.696,-32784.81,-59867.51,-78706.48,-88588.6,-91805.9,-86326.02,-68569.43,-35899.457,14020.934,72729.37,121274.625,149633.02,153995.61,131943.1,97227.52,64461.31,36259.645,14122.906,-1513.0582,-10546.179,-12781.353,-8196.958,2953.8733,20271.215,43500.906,72097.164,104571.375,137950.34,159007.31,155161.69,127167.06,77642.64,17470.81,-33368.68,-66728.1,-85510.45,-92307.664,-89446.21,-79071.81,-60066.086,-33322.867,-5157.4194,24788.879,62428.457,85522.85,68543.12,32573.879,1664.0112,-22615.348,-41238.918,-55249.35,-65089.035,-70600.27,-71236.99,-66416.695,-55279.71,-40258.33,-27982.762,-19808.13,-10220.184,8319.8125,42877.72,94168.12,146420.53,180363.88,177072.3,144902.17,110065.21,79198.13,54716.06,36670.465,24286.008,16402.545,11768.42,9256.557,7918.452,7076.202
