Ec;Rel;Erat_1;E50_1;c_1;phi_1;k0_1;Erat_2;E50_2;c_2;phi_2;k0_2;U_251_1;U_260_1;U_281_1;U_289_1;U_295_1;U_403_1;U_251_2;U_260_2;U_281_2;U_289_2;U_295_2;U_403_2;U_320_19.2;U_318_19.2;U_316_19.2;U_315_19.2;U_314_19.2;U_313_19.2;U_312_19.2;U_311_19.2;U_310_19.2;U_308_19.2;U_306_19.2
12.4;47.67;2.98;63.4;29.3;30.2;0.761;2.63;134;3.79;40.7;0.543;0;0.0025;-0.003437496;-0.009287462;-0.004392289;-0.00657752;-0.00330272;-0.009127041;-0.006365958;-0.000574542;0.000040341;-0.000183527;-2.45538E-05;-0.003140628;-0.01052461;-0.016387658;-0.024219725;-0.028363619;-0.024914091;-0.018078351;-0.011604579;-0.003427936;-0.000175067
12.3;69.03;2.73;60.1;28.4;30.2;0.694;2.63;136;2.18;41.8;0.542;0;0.0025;-0.003601082;-0.00931894;-0.004380146;-0.006524105;-0.003353414;-0.009081644;-0.006326835;-0.000607727;0.000007348;-0.000179532;-5.9687E-06;-0.003091827;-0.010498639;-0.016490811;-0.02437952;-0.028563315;-0.02506092;-0.018155731;-0.011636031;-0.003464556;-0.000166178
13.5;50.1;2.52;68.5;26.4;28.9;0.916;2.83;120;4.16;42.6;0.458;0;0.0025;-0.004310855;-0.010245998;-0.005797669;-0.007628716;-0.003925782;-0.009728845;-0.006751995;-0.001026907;-0.000468873;-0.000828071;0.00012872;-0.003264871;-0.011318815;-0.01726579;-0.025436154;-0.029692652;-0.026074097;-0.018942744;-0.01220975;-0.003310442;4.6513E-06
14.8;60.44;2.22;62.6;39.2;29.9;1.02;2.54;123;7.4;43.3;0.543;0;0.0025;-0.002907699;-0.009245188;-0.004745193;-0.007103926;-0.003221672;-0.009273566;-0.006573669;-0.000688523;-0.00016328;-0.000616456;-0.000133511;-0.003331741;-0.010534328;-0.015871897;-0.02333096;-0.027287146;-0.024089178;-0.017638799;-0.011382924;-0.003291123;-0.000246365
11.9;37.22;2.67;61.9;39.4;28.9;1.07;2.11;133;4.18;42.7;0.602;0;0.0025;-0.001629761;-0.008355217;-0.003683537;-0.006669207;-0.003245916;-0.00989386;-0.007346755;-0.000956223;-0.000282188;-0.00073539;-0.00053404;-0.003830881;-0.010796214;-0.016002472;-0.023187464;-0.02703149;-0.024006948;-0.017855203;-0.011638508;-0.003780325;-0.000650519
12.7;56.52;2.85;73.3;37.5;30.5;0.771;2.82;139;4.76;42;0.507;0;0.0025;-0.003844925;-0.009517203;-0.004658911;-0.006489262;-0.003171664;-0.008875832;-0.006094421;-0.000445516;0.000143641;0.000010615;0.000111423;-0.002989053;-0.010535554;-0.016455196;-0.024399355;-0.028590677;-0.02506611;-0.018117359;-0.01157942;-0.003242592;-3.50847E-05
12;35.65;2.05;49.9;35.6;30.4;0.705;2.7;129;4.17;39.8;0.481;0;0.0025;-0.004484727;-0.010139267;-0.005381734;-0.007264949;-0.00392608;-0.009635932;-0.006537214;-0.000831402;-0.000204667;-0.000470007;0.000176489;-0.003083506;-0.011098357;-0.017370423;-0.025665035;-0.030017162;-0.026272543;-0.018982857;-0.012162972;-0.003385357;3.22937E-05
11.8;53.05;2.59;63.8;26.5;30.8;0.907;2.44;132;3.39;41.9;0.531;0;0.0025;-0.003142056;-0.009297649;-0.004570027;-0.006898598;-0.003613267;-0.009749154;-0.006997789;-0.000956571;-0.000300164;-0.000591344;-0.000163013;-0.003491641;-0.011054913;-0.016778134;-0.024634806;-0.028733484;-0.02531983;-0.018516876;-0.011981565;-0.003576363;-0.000282983
12.3;63.84;2.76;74.6;33;29;1.08;2.19;140;6.24;42.5;0.489;0;0.0025;-0.003304925;-0.009725201;-0.005312919;-0.007524134;-0.003837329;-0.01010108;-0.007208691;-0.001061839;-0.000428834;-0.000859507;-9.29664E-05;-0.003589073;-0.011460438;-0.017049221;-0.024996568;-0.02907693;-0.025625879;-0.018744193;-0.012147574;-0.003398235;-0.00016555
13.4;41.58;2.33;65;33.5;29.6;0.658;2.16;120;5.32;40.5;0.451;0;0.002;-0.00536588;-0.011167117;-0.006860419;-0.009095887;-0.005263973;-0.010635563;-0.007181259;-0.00155487;-0.0009853;-0.001719169;0.000251284;-0.003225208;-0.011741594;-0.018347558;-0.026963888;-0.031470302;-0.027499937;-0.019883472;-0.012797852;-0.00354085;0.000116435
14.1;38.13;2.32;74.4;29.8;30.8;0.624;2.1;122;4.72;42.6;0.523;0;0.002;-0.004352411;-0.010229287;-0.00571401;-0.008339709;-0.004638332;-0.010039905;-0.00679403;-0.001170457;-0.000625964;-0.001363552;6.45499E-05;-0.003117526;-0.010842515;-0.017103864;-0.025215674;-0.02953068;-0.025836362;-0.018682398;-0.011986105;-0.003528758;-8.78837E-05
13.2;40.32;2.88;67;28.5;30.1;0.869;2.96;137;5.45;42.8;0.595;0;0.0025;-0.002383416;-0.008394753;-0.003383498;-0.005592162;-0.00233679;-0.008459646;-0.006075284;-0.000240256;0.000339555;0.000267842;-0.000212758;-0.0032008;-0.009982883;-0.015354692;-0.02262435;-0.026536549;-0.023439847;-0.017171785;-0.011040396;-0.003413469;-0.00037285
13.2;37.19;2.61;64.2;36.2;29.8;0.84;2.71;121;4.68;42.4;0.607;0;0.0025;-0.002168616;-0.00837886;-0.003447885;-0.006133446;-0.002850763;-0.009038967;-0.006580109;-0.00062711;-3.52938E-05;-0.000320646;-0.000381601;-0.003425964;-0.010177129;-0.015593615;-0.022818798;-0.026736526;-0.023658823;-0.017437965;-0.011280871;-0.003698976;-0.000552204
11.3;31.89;2.85;51.8;21.6;30.2;0.787;2.89;124;4.36;42.2;0.612;0;0.0025;-0.00214466;-0.008202944;-0.003058367;-0.005678558;-0.002877116;-0.009209474;-0.006874373;-0.000811527;-0.000122397;-0.000190893;-0.000457103;-0.003597692;-0.010518977;-0.01612532;-0.023522312;-0.027494013;-0.024343982;-0.017989865;-0.011685393;-0.003953146;-0.000639094
13.4;30.03;2.76;63.2;26.8;29.8;1.06;2.06;137;6.29;43.2;0.622;0;0.0025;-0.001459804;-0.008211992;-0.00358589;-0.006618507;-0.002849531;-0.00939728;-0.006870312;-0.000604235;-4.3867E-06;-0.000549664;-0.000493941;-0.003612846;-0.010239896;-0.015268364;-0.022196805;-0.02596534;-0.023065787;-0.01713144;-0.011113223;-0.003591288;-0.000619931
12.9;36.02;2.87;63.5;33.3;29;0.95;2.99;125;3.15;42.5;0.538;0;0.0025;-0.002935081;-0.009013134;-0.004204859;-0.006318123;-0.002990433;-0.009086998;-0.006543962;-0.000651331;-0.000056741;-0.000207361;-0.000152333;-0.00336124;-0.010642001;-0.01614487;-0.0237489;-0.027756885;-0.02449463;-0.017928027;-0.011570124;-0.003425793;-0.00028147
13.8;50.76;2.2;62.4;28.5;30.8;0.701;2.04;137;3.13;41.2;0.491;0;0.002;-0.00455431;-0.01041997;-0.005957713;-0.008252877;-0.004463068;-0.009891598;-0.006638996;-0.000999504;-0.000445939;-0.001085809;0.000178882;-0.003064907;-0.010993927;-0.017226372;-0.025447706;-0.029778562;-0.026032353;-0.018788997;-0.012028337;-0.003339353;4.93031E-05
11.5;30.09;2.03;69;30.2;30.9;0.92;2;143;5.41;42.4;0.502;0;0.0025;-0.003567603;-0.009821181;-0.005311947;-0.007705633;-0.004249175;-0.010355328;-0.007353281;-0.001225465;-0.000550089;-0.001030584;-9.26801E-05;-0.003563939;-0.011510803;-0.01741843;-0.02553202;-0.029719424;-0.026135206;-0.019071216;-0.012346741;-0.003578691;-0.000190885
14.2;57.57;2.69;64.5;30.3;28;0.649;2.17;127;4.32;43.1;0.627;0;0.0025;-0.002426591;-0.008581046;-0.003736993;-0.006787866;-0.003251109;-0.009084695;-0.006373539;-0.000553996;-3.8508E-06;-0.000595472;-0.000316413;-0.003174936;-0.009766934;-0.015369901;-0.022657836;-0.026638241;-0.023475552;-0.017168337;-0.011040598;-0.003680702;-0.000511738
13;33.24;2.58;65.8;29;29.5;0.863;2.52;127;6.63;42.6;0.622;0;0.0025;-0.001943888;-0.008245523;-0.003336227;-0.006114368;-0.002790018;-0.009055786;-0.006607305;-0.000579037;2.53219E-05;-0.000288664;-0.000420249;-0.003453217;-0.010125767;-0.01547788;-0.022627303;-0.026511883;-0.023479316;-0.017333107;-0.011215542;-0.0037047;-0.000587427
11.7;50.5;2.61;68.1;27;30.2;0.699;2.03;133;3.54;39.7;0.65;0;0.0025;-0.001816891;-0.0081516;-0.003134946;-0.006466809;-0.003282984;-0.009539107;-0.006877704;-0.000702834;-2.42674E-05;-0.000561084;-0.000509227;-0.003489273;-0.010111336;-0.01569519;-0.022957137;-0.026911134;-0.02379161;-0.017546989;-0.011358969;-0.003960991;-0.000702664
12.7;31.01;2.79;71.8;34;30.6;1;2.36;130;5.06;42;0.503;0;0.0025;-0.003443194;-0.009725796;-0.005240784;-0.007479478;-0.003843818;-0.009937946;-0.007053898;-0.00103562;-0.000424723;-0.000852202;-7.27677E-05;-0.003487252;-0.011260879;-0.01693223;-0.02486149;-0.028969374;-0.025515143;-0.018633207;-0.012059735;-0.003427926;-0.000172803
14.1;64.17;2.78;75.6;33.1;29.4;0.857;2.13;114;4.7;40.9;0.551;0;0.0025;-0.003228037;-0.009633775;-0.005183367;-0.008150956;-0.004295475;-0.010216277;-0.007173184;-0.001206866;-0.000644465;-0.001450557;-0.000196214;-0.003475572;-0.010871773;-0.016575634;-0.024297435;-0.028384794;-0.025007984;-0.018297274;-0.011852075;-0.003620272;-0.000322574
13.5;68.86;2.44;63.3;41.9;31.2;0.904;2.3;116;5.26;41;0.482;0;0.0025;-0.004183996;-0.010404826;-0.00609947;-0.008487475;-0.004642466;-0.010456061;-0.007300246;-0.0014102;-0.000833999;-0.001505446;1.96174E-05;-0.003475125;-0.011554049;-0.017553529;-0.02573099;-0.029985728;-0.026353944;-0.019210799;-0.01244031;-0.003526877;-9.18577E-05
12.9;55.88;2.28;66;36;28.9;0.941;2.37;127;7.03;42.7;0.521;0;0.0025;-0.003313736;-0.009551557;-0.005011751;-0.007372777;-0.003794771;-0.009819954;-0.00697963;-0.001009218;-0.000407263;-0.000843158;-0.000114559;-0.003448026;-0.011039005;-0.016716883;-0.02455871;-0.028651888;-0.025235763;-0.018430684;-0.011918924;-0.003478131;-0.000227571
13.2;64.6;2.14;60.8;34.5;29.2;0.712;2.26;121;3.75;42.8;0.534;0;0.0025;-0.003839214;-0.00982549;-0.005228776;-0.007785859;-0.004291965;-0.009940991;-0.006945628;-0.001168711;-0.000584486;-0.001149187;-0.000061468;-0.003297922;-0.010918573;-0.016992122;-0.02498902;-0.02921504;-0.025641128;-0.018630799;-0.01200681;-0.003614373;-0.000206825
13.3;42.59;2.86;63.1;26.8;30.8;0.894;2.37;123;4.77;40.2;0.519;0;0.0025;-0.003517931;-0.009717152;-0.005167119;-0.007578412;-0.003900833;-0.009797962;-0.006843865;-0.000935691;-0.000350696;-0.00086497;-5.10336E-05;-0.003342378;-0.010936501;-0.016693689;-0.024568614;-0.028702734;-0.02524737;-0.018390782;-0.011868958;-0.00343842;-0.000172167
12.6;64.94;2.36;68.6;21.4;30;1.04;2.5;113;5.02;42.2;0.537;0;0.0025;-0.002735445;-0.009244026;-0.004707652;-0.007347089;-0.003841236;-0.010163227;-0.007447858;-0.001274472;-0.000646987;-0.001119251;-0.000322878;-0.003762185;-0.011257199;-0.01675345;-0.024388142;-0.028391091;-0.02512423;-0.018545952;-0.012086206;-0.00370217;-0.000430103
11.9;50.54;2.38;75.1;14.7;30.2;0.913;2.95;137;4.58;41;0.52;0;0.0025;-0.003251916;-0.009180797;-0.004283854;-0.006194799;-0.002975758;-0.009046475;-0.006402731;-0.000501167;0.000138052;0.000072295;-3.32089E-05;-0.003246127;-0.010737788;-0.01640934;-0.02422755;-0.02831665;-0.024921693;-0.018137896;-0.01166925;-0.003340877;-0.00016065
13;34.47;2.35;73.4;24.6;32.1;0.718;2.46;113;5.11;42.1;0.593;0;0.0025;-0.002825851;-0.0089578;-0.004128709;-0.007005482;-0.003710266;-0.009633258;-0.006910211;-0.00100408;-0.000402872;-0.000894485;-0.000309157;-0.003420925;-0.010485259;-0.016249556;-0.023837565;-0.02790052;-0.024601046;-0.018028902;-0.011666115;-0.003809757;-0.000482713
12.9;63.28;2.29;65.6;28.8;28.7;1.1;2.15;120;6.1;42.2;0.54;0;0.0025;-0.002602634;-0.009330028;-0.00495093;-0.007782005;-0.004013675;-0.010414783;-0.007586413;-0.001308542;-0.000688371;-0.001341187;-0.00033745;-0.00381237;-0.011313844;-0.016715702;-0.024287965;-0.028256105;-0.025012001;-0.018483099;-0.012052087;-0.003653731;-0.000425066
12;54.74;2.11;65.5;23.8;29.8;0.952;2.88;114;6.98;40.9;0.577;0;0.0025;-0.002279463;-0.008594936;-0.003704393;-0.006313029;-0.003157643;-0.009526998;-0.007049567;-0.000916382;-0.000261263;-0.000496201;-0.000396591;-0.003662204;-0.010777936;-0.016233131;-0.023654686;-0.027606573;-0.024455274;-0.018078484;-0.011754474;-0.003771569;-0.000536575
13.7;38.34;2.44;61.3;26.4;29.3;0.919;2.98;140;5.63;41.2;0.615;0;0.0025;-0.001988061;-0.008120495;-0.003093137;-0.005378524;-0.001996236;-0.008200863;-0.005881807;-0.00000853;0.000553372;0.000460295;-0.000251976;-0.003178347;-0.009730772;-0.014903159;-0.021934425;-0.025764547;-0.022799278;-0.016751872;-0.010761768;-0.00335026;-0.000411438
14.5;37.13;2.07;56.7;28.9;30.6;0.845;2.76;134;2.95;43.6;0.515;0;0.0025;-0.003609087;-0.00945637;-0.004764672;-0.006705019;-0.003103219;-0.00878595;-0.006038204;-0.00043745;8.05776E-05;-0.000180412;6.89881E-05;-0.002997717;-0.010326055;-0.015990552;-0.023710024;-0.027807875;-0.024423296;-0.0176892;-0.011320965;-0.003162128;-7.21124E-05
13.5;41.32;2.38;67;36.8;28.8;0.691;2.52;135;5.88;42.4;0.575;0;0.0025;-0.003057782;-0.008931951;-0.004012219;-0.006403642;-0.0030341;-0.00878256;-0.006101917;-0.000394498;0.000170253;-0.000120533;-8.74424E-05;-0.003023306;-0.009985759;-0.015728649;-0.02328752;-0.027350947;-0.024037274;-0.017445888;-0.011173278;-0.003433272;-0.000262528
14.2;42.37;2.97;65.5;33.8;30.9;0.624;2.19;139;3.45;40.2;0.504;0;0.002;-0.004620962;-0.010287011;-0.005678769;-0.007826217;-0.004070077;-0.009389906;-0.006142652;-0.000652785;-0.000122121;-0.00065526;0.000259889;-0.002814031;-0.010557031;-0.016809942;-0.024960682;-0.029291274;-0.025560863;-0.018360779;-0.011678546;-0.003201088;0.000113119
12.2;68.96;2.08;63.3;30;30.1;0.841;2.16;138;4.54;41.4;0.5;0;0.0025;-0.003863795;-0.009918626;-0.005347051;-0.007618632;-0.00409618;-0.010026587;-0.006955922;-0.001031604;-0.000400378;-0.000854036;8.4898E-06;-0.003341986;-0.011208541;-0.017198369;-0.025304094;-0.029529562;-0.025920479;-0.018834436;-0.012134934;-0.003465531;-0.000106243
12;50.92;2.35;64.3;30.8;29.8;0.781;2.97;141;4.88;42.7;0.603;0;0.0025;-0.002366133;-0.008255829;-0.003092907;-0.005337546;-0.002378007;-0.008526158;-0.006211069;-0.00032792;0.000309512;0.000343482;-0.000262107;-0.003262101;-0.010089317;-0.015635308;-0.023012267;-0.026972309;-0.023817025;-0.017459612;-0.011244436;-0.003606418;-0.000440079
12.9;40.43;2.52;72;33.3;30.3;0.72;2.07;132;4.94;41.8;0.602;0;0.0025;-0.002659908;-0.008870631;-0.004079551;-0.007041677;-0.003594845;-0.009530792;-0.006720324;-0.000758417;-0.000150626;-0.000718992;-0.000272298;-0.003309398;-0.010254407;-0.015955431;-0.02348588;-0.027523806;-0.024239946;-0.0177154;-0.011413512;-0.003683083;-0.00043878
14;57.36;2.01;66.2;40.3;29.6;0.779;2.34;99.2;6.74;42.7;0.501;0;0.0025;-0.004301884;-0.010494732;-0.006208156;-0.008999931;-0.005221288;-0.010876496;-0.007650702;-0.001826554;-0.001267422;-0.002133968;-0.00007767;-0.003572739;-0.011614682;-0.017796021;-0.025987472;-0.030285617;-0.026619568;-0.019438123;-0.012628537;-0.003793806;-0.000210939
12.2;58.59;2.7;72.5;42.2;30.8;1.07;2.93;139;6.29;42.3;0.481;0;0.0025;-0.003378383;-0.009485171;-0.004823469;-0.006505865;-0.003034315;-0.009245988;-0.006561232;-0.0005819;3.98607E-05;-6.08764E-05;1.24807E-05;-0.003344529;-0.011107837;-0.016648283;-0.024547702;-0.028622257;-0.025208024;-0.01837186;-0.011841469;-0.00319561;-7.68525E-05
15.7;35.89;2.7;69.4;31.3;29.9;0.718;2.15;122;5.73;43.1;0.53;0;0.002;-0.003992988;-0.010002298;-0.005579684;-0.008188157;-0.004198403;-0.009618922;-0.006513402;-0.000920555;-0.000430828;-0.001182973;5.36443E-05;-0.003055888;-0.010507122;-0.016448747;-0.02430282;-0.028494311;-0.024965828;-0.018062726;-0.01157467;-0.003345779;-0.000088362
12.7;49.95;2.42;67.2;35.5;29.1;1.01;2.11;127;4.71;40.6;0.497;0;0.0025;-0.003484612;-0.009948451;-0.005589141;-0.008121619;-0.004348293;-0.01047658;-0.007425443;-0.001301785;-0.000681124;-0.001320929;-0.000113068;-0.003626874;-0.011517604;-0.01723865;-0.025230398;-0.029357046;-0.025867896;-0.018931672;-0.012294822;-0.003542522;-0.000204971
14.6;68.02;2.82;70.8;24.5;30.6;1.1;2.48;119;6.11;40.9;0.538;0;0.0025;-0.002715022;-0.009264469;-0.004816224;-0.007328219;-0.003329387;-0.009540752;-0.006799059;-0.000764538;-0.000223609;-0.000769107;-0.00018175;-0.003463039;-0.010709861;-0.015952066;-0.023357354;-0.02727973;-0.024125354;-0.017735597;-0.011480999;-0.003322684;-0.000280239
12.7;50.88;2.78;65.5;38.2;29.3;0.984;2.6;133;4.3;42.5;0.469;0;0.0025;-0.003902441;-0.009964735;-0.00546203;-0.007330515;-0.003712534;-0.009740973;-0.006818042;-0.000932603;-0.000334162;-0.000638046;5.98989E-05;-0.003349084;-0.011324571;-0.01712811;-0.025212402;-0.029396247;-0.02584131;-0.018802812;-0.012127731;-0.003302873;-4.24779E-05
12.3;48.81;2.66;65.4;33.4;30.7;0.93;2.16;139;5.86;41.6;0.562;0;0.0025;-0.002673446;-0.009017;-0.004335135;-0.006922716;-0.003437915;-0.009626184;-0.006874055;-0.000771027;-0.000133252;-0.000548539;-0.000225476;-0.003456712;-0.010708927;-0.01624394;-0.023844462;-0.027851516;-0.024566282;-0.01799795;-0.011628242;-0.003522866;-0.000343964
13.1;42.54;2.27;70.6;21.3;29.6;1.06;2.42;103;4.46;42.1;0.611;0;0.0025;-0.001617536;-0.008442431;-0.003817448;-0.00716647;-0.00362339;-0.010254383;-0.007691561;-0.001354705;-0.000733638;-0.001399763;-0.000671771;-0.004008631;-0.010905081;-0.016092919;-0.023160543;-0.026982443;-0.024028603;-0.017983565;-0.011794617;-0.004002316;-0.000802296
11.9;46.42;2.99;62;32.9;30.1;0.965;2.24;119;5.65;42.6;0.583;0;0.0025;-0.002231549;-0.008785786;-0.004126439;-0.007104877;-0.003790985;-0.010214099;-0.007539824;-0.001263875;-0.00059416;-0.00109958;-0.000474701;-0.003831659;-0.011055524;-0.016545456;-0.024021272;-0.027984899;-0.024789004;-0.018358078;-0.011973065;-0.003883733;-0.000598536
13.6;42.96;2.05;61.9;30.2;29.2;0.648;2.01;130;3.89;42.6;0.601;0;0.0025;-0.002890951;-0.009031069;-0.00427777;-0.007283155;-0.003720615;-0.009496548;-0.00659051;-0.000739667;-0.000165299;-0.000822633;-0.000217047;-0.003185918;-0.010118395;-0.015912345;-0.023462852;-0.027533408;-0.024205288;-0.01762361;-0.011330342;-0.003641093;-0.000392037
13.7;49.58;2.35;63.1;31;31.6;0.838;2.25;151;4.73;42.9;0.639;0;0.0025;-0.001734311;-0.008027211;-0.003124424;-0.005833657;-0.002284302;-0.008472921;-0.006046214;-0.000083617;0.00048668;0.0001712;-0.000340872;-0.003192807;-0.009573802;-0.014787726;-0.02175318;-0.025577512;-0.02262804;-0.016638476;-0.01068766;-0.003475674;-0.000513538
12.6;62.79;2.76;58.9;25.7;30.3;0.721;2.98;124;4.4;42.1;0.544;0;0.0025;-0.003536426;-0.009250732;-0.00429768;-0.006387979;-0.003230747;-0.009004159;-0.006316198;-0.000624971;-2.58153E-05;-0.000169509;-3.04851E-05;-0.003121713;-0.010487581;-0.016406829;-0.024236828;-0.028393803;-0.024941733;-0.018098544;-0.011620631;-0.003475184;-0.00019653
13.6;35.78;2.29;70.3;32.5;28.5;0.727;2.96;125;4.03;41.4;0.544;0;0.0025;-0.003577002;-0.009319516;-0.004432455;-0.00649683;-0.003137536;-0.008785119;-0.006064926;-0.000451131;0.000102521;-0.000106665;3.18451E-05;-0.002991386;-0.010264589;-0.016102009;-0.02385744;-0.027995687;-0.02457247;-0.01779006;-0.011386053;-0.003326578;-0.000132158
13.6;33.18;2.12;68.8;31.6;28.4;0.683;2.97;133;4.6;43.2;0.61;0;0.0025;-0.002579685;-0.008374858;-0.003259981;-0.005569517;-0.002421495;-0.00828136;-0.005893266;-0.000225574;0.000331064;0.000235838;-0.000200067;-0.003049161;-0.009698624;-0.015280526;-0.022592755;-0.026565189;-0.023412291;-0.017084423;-0.010956489;-0.003526446;-0.000400646
12.5;58.36;2.55;66.9;25.5;31.2;0.689;2.69;122;6.6;42;0.556;0;0.0025;-0.003318651;-0.009165066;-0.004248689;-0.006635967;-0.003464464;-0.00925461;-0.006552587;-0.000774008;-0.000162071;-0.000424447;-0.000122983;-0.00321895;-0.010496828;-0.016422978;-0.02420332;-0.028344685;-0.024916332;-0.01812222;-0.011665823;-0.003618072;-0.00029298
12.6;36.74;2.53;58.2;29.2;30.8;0.702;2.49;140;6.08;43.4;0.541;0;0.0025;-0.003579919;-0.009326595;-0.004463057;-0.006603062;-0.003337719;-0.009044657;-0.006282122;-0.000578624;2.13899E-05;-0.000199349;3.8768E-06;-0.003060234;-0.010434422;-0.016388034;-0.02424744;-0.028416866;-0.024924038;-0.018042013;-0.011552082;-0.003409979;-0.000152354
14.9;61.7;2.07;65.8;28.9;29.8;0.887;2.31;136;5.06;42.5;0.548;0;0.0025;-0.003106653;-0.009270141;-0.004687026;-0.007058797;-0.003190938;-0.009013453;-0.006210651;-0.000444849;7.26892E-05;-0.00040119;-3.80667E-05;-0.003092937;-0.010192297;-0.015669797;-0.02319457;-0.027203202;-0.02393508;-0.017398404;-0.011157173;-0.003206253;-0.000166681
12.2;64.09;2.04;67.1;26.7;27.5;0.743;2.12;144;5.63;41.8;0.58;0;0.0025;-0.002855692;-0.00893753;-0.004093225;-0.00671453;-0.00337727;-0.009328557;-0.006566147;-0.000613716;2.22374E-05;-0.000359394;-0.000176197;-0.003241133;-0.010347155;-0.016101584;-0.023752296;-0.027821878;-0.024469381;-0.01782209;-0.011458647;-0.00356317;-0.000329033
12.2;67.65;2.9;64.1;33.5;30.1;0.605;2.81;125;5.05;41.3;0.624;0;0.0025;-0.002535148;-0.008374994;-0.003173903;-0.005806096;-0.002871115;-0.008812879;-0.006362968;-0.000537952;0.000092638;-6.82352E-05;-0.000309225;-0.003242775;-0.010017344;-0.015797336;-0.023247743;-0.027278932;-0.024052354;-0.017607834;-0.011349989;-0.003826416;-0.000521671
14.3;33.83;2.68;55.5;28.4;28.8;0.889;2.09;119;4.36;43.7;0.539;0;0.0025;-0.003287968;-0.009667967;-0.005280066;-0.00812052;-0.004235408;-0.010155657;-0.007156262;-0.001222739;-0.000672058;-0.001433555;-0.000175287;-0.003471166;-0.010914957;-0.016592592;-0.024325378;-0.028406603;-0.025025105;-0.018302085;-0.011852458;-0.003567169;-0.000295261
12.4;59.1;2.77;58.5;33.6;32.2;0.732;2.01;133;5.22;41.4;0.581;0;0.0025;-0.00292597;-0.0091219;-0.004378522;-0.00727267;-0.003850386;-0.00977486;-0.006880563;-0.000885962;-0.000253994;-0.000827642;-0.000226078;-0.003349611;-0.01053008;-0.01634349;-0.024041442;-0.02813579;-0.02475185;-0.018058551;-0.01164635;-0.003680773;-0.000378655
12.7;58.43;2.29;65.2;31.6;29.8;0.852;2.23;122;5.31;43.5;0.487;0;0.0025;-0.004066394;-0.010190361;-0.005784859;-0.008193486;-0.004619971;-0.010456538;-0.007383098;-0.00147744;-0.000868925;-0.001455333;-4.58698E-05;-0.003521924;-0.011563436;-0.017630307;-0.025820881;-0.030076787;-0.02642759;-0.01926572;-0.012476511;-0.003629902;-0.000160511
12.1;38.09;2.86;62.5;23.1;29.4;0.837;2.32;140;4.35;41.5;0.489;0;0.0025;-0.003980667;-0.009924221;-0.005297901;-0.007358618;-0.003884606;-0.00983783;-0.006781289;-0.000909862;-0.000279488;-0.000622764;6.13561E-05;-0.003266803;-0.011171633;-0.017178565;-0.025313154;-0.029554307;-0.02592831;-0.018811753;-0.012098495;-0.003389963;-5.40002E-05
12.1;32.08;2.33;70.7;21.4;30;0.627;2.53;118;5.36;42.9;0.645;0;0.0025;-0.001987729;-0.008069705;-0.002935357;-0.006044753;-0.003131898;-0.009282356;-0.006856848;-0.000872022;-0.000223908;-0.000554783;-0.000561851;-0.003529318;-0.010132313;-0.01580972;-0.023071002;-0.027040575;-0.023931041;-0.017686903;-0.011482803;-0.004122069;-0.000782495
10.8;36.6;2.3;59;25.9;29.6;0.931;2.73;133;4.38;41.4;0.478;0;0.0025;-0.003725314;-0.009725271;-0.00498746;-0.006888533;-0.00374067;-0.010008094;-0.007129825;-0.001047391;-0.000342495;-0.000488791;-3.65527E-05;-0.003509984;-0.011574149;-0.017531617;-0.025725266;-0.029949268;-0.02635067;-0.019228434;-0.012443245;-0.003550015;-0.00014995
12.4;30.5;2.4;63.8;40.2;31.5;0.994;2.04;127;5.54;42.2;0.602;0;0.0025;-0.001901545;-0.008583266;-0.003958984;-0.007107694;-0.003575165;-0.010037115;-0.007347254;-0.001042686;-0.000395015;-0.001005745;-0.000496085;-0.003755093;-0.01073474;-0.016065357;-0.023337647;-0.027233098;-0.024141815;-0.017895693;-0.011649633;-0.003798239;-0.000623835
12.7;44.23;2.28;67.9;30.7;29.1;0.823;2.54;135;4.99;41.2;0.52;0;0.0025;-0.003603561;-0.009520226;-0.004768559;-0.006876093;-0.003445391;-0.009265703;-0.006432407;-0.000636344;-3.58543E-05;-0.000315082;2.12504E-05;-0.003156725;-0.010689405;-0.01652722;-0.024425566;-0.028581602;-0.025099004;-0.018207954;-0.011687903;-0.003346257;-0.000113508
13.7;56.75;2.31;57;35;31.2;0.963;2.56;138;4.38;41;0.551;0;0.0025;-0.002840988;-0.009027617;-0.004292804;-0.006523129;-0.002878148;-0.008940676;-0.006246394;-0.000361024;0.000202711;-9.57332E-05;-8.37847E-05;-0.003189339;-0.010303489;-0.015689773;-0.023174567;-0.027148098;-0.023931313;-0.017460395;-0.011219431;-0.003233619;-0.000208156
13.1;46.06;2.05;68.1;31.2;28.8;0.742;2.05;143;4.91;42;0.461;0;0.0025;-0.004832079;-0.010643316;-0.006221747;-0.008277658;-0.004509075;-0.010053579;-0.006762748;-0.00109149;-0.000513396;-0.001071326;0.000236002;-0.003116831;-0.011344237;-0.017664518;-0.026062606;-0.03044753;-0.026613;-0.0192115;-0.012313875;-0.003320459;0.000117225
11.8;66.14;2.93;66.4;42.8;29.5;1.06;2.25;123;5.01;40.9;0.565;0;0.0025;-0.002304659;-0.008942639;-0.004336475;-0.00716743;-0.003747485;-0.010252613;-0.007536695;-0.001195911;-0.000519797;-0.001007077;-0.000409873;-0.003841531;-0.011217848;-0.016638111;-0.024163546;-0.028120073;-0.02491099;-0.018441362;-0.01202676;-0.003761838;-0.000512774
