Ec;Rel;Erat_1;E50_1;c_1;phi_1;k0_1;Erat_2;E50_2;c_2;phi_2;k0_2;U_251_1;U_260_1;U_281_1;U_289_1;U_295_1;U_403_1;U_251_2;U_260_2;U_281_2;U_289_2;U_295_2;U_403_2;U_320_19.2;U_318_19.2;U_316_19.2;U_315_19.2;U_314_19.2;U_313_19.2;U_312_19.2;U_311_19.2;U_310_19.2;U_308_19.2;U_306_19.2
13.6;42.92;2.7;70.1;32;29.9;1.02;2.55;126;4.17;42.4;0.493;0;0.0025;-0.003586342;-0.009818756;-0.005386199;-0.007474364;-0.003701164;-0.009713239;-0.006850714;-0.000945984;-0.000379668;-0.000790584;-1.31309E-05;-0.00339577;-0.011149615;-0.016772382;-0.024668673;-0.028774496;-0.025338402;-0.018482497;-0.011944307;-0.003312859;-0.000112986
11.8;55;2.01;70.6;31.4;30.8;0.836;2.9;140;3.72;41.1;0.598;0;0.0025;-0.002216515;-0.008238648;-0.003094869;-0.005439254;-0.002426096;-0.008690896;-0.006336523;-0.000349735;0.000304671;0.000287154;-0.000295084;-0.003347557;-0.010197965;-0.015670808;-0.02301153;-0.026949685;-0.023824092;-0.01750876;-0.011296248;-0.003615898;-0.000461576
12.4;41.25;2.74;59.1;30;31.2;1.01;2.42;147;4.41;41.5;0.497;0;0.0025;-0.003335117;-0.009509035;-0.004890022;-0.006875346;-0.003308898;-0.00943237;-0.006634585;-0.000644892;-2.53507E-05;-0.00028438;-7.3908E-06;-0.003325148;-0.010990543;-0.016582025;-0.024452273;-0.02853287;-0.025110528;-0.018283717;-0.011777939;-0.003252472;-0.000104553
13.5;31;2.27;63.2;32.6;29.9;0.617;2.72;133;6.25;42.3;0.521;0;0.002;-0.004163187;-0.009693035;-0.004841942;-0.006790314;-0.003421536;-0.008832776;-0.005947052;-0.000465582;8.48646E-05;-0.000154355;0.000168807;-0.002820812;-0.010308831;-0.016432976;-0.02441264;-0.028671116;-0.025070693;-0.018047182;-0.011489747;-0.00326293;-1.3851E-06
13.9;30.38;2.94;66.1;35.2;30.5;0.641;2.95;124;4.87;40.4;0.635;0;0.0025;-0.002420958;-0.00828814;-0.003129889;-0.005714389;-0.002494593;-0.008325923;-0.005874741;-0.000186391;0.000363718;0.000134921;-0.000249659;-0.003049394;-0.009556028;-0.015119134;-0.02235386;-0.026306557;-0.023199013;-0.016955948;-0.01088128;-0.003605151;-0.000465946
11.3;59.03;2.38;65.2;29.4;31;1.06;2.97;141;5.15;42.4;0.565;0;0.0025;-0.002178806;-0.008416681;-0.003449718;-0.005571303;-0.002515197;-0.009072713;-0.006732242;-0.000556485;0.00012938;0.000171873;-0.000307539;-0.003581279;-0.010767596;-0.016076053;-0.023486422;-0.02739603;-0.024272213;-0.017918633;-0.011615145;-0.003538707;-0.000424768
11.1;52.05;2.96;69.2;27.9;28.7;1.09;2.48;119;3.68;42.9;0.551;0;0.003;-0.002283306;-0.008864343;-0.004203582;-0.006882044;-0.003739029;-0.01038282;-0.007808552;-0.001414576;-0.000701137;-0.00101627;-0.000474671;-0.004010802;-0.011539461;-0.01700156;-0.024598978;-0.028567934;-0.025343891;-0.018827321;-0.012326286;-0.003904096;-0.00057642
12.4;45.2;2.54;72.2;29.5;30.6;0.602;2.22;123;6.15;41.6;0.576;0;0.0025;-0.003268317;-0.00923164;-0.004377512;-0.007211032;-0.003967073;-0.009695572;-0.006818996;-0.000967981;-0.000342743;-0.000855923;-0.000190697;-0.003265614;-0.010501952;-0.01655259;-0.024353584;-0.028527785;-0.025057409;-0.018227188;-0.011746425;-0.00377941;-0.000369278
13.6;69.96;2.53;67.6;29.4;28.5;0.696;2.97;139;5.83;42.9;0.624;0;0.0025;-0.002371112;-0.008199764;-0.003057616;-0.005355837;-0.002189313;-0.008108305;-0.005775577;-8.30454E-05;0.000474277;0.000409608;-0.000216762;-0.003032551;-0.009570072;-0.015060916;-0.022272244;-0.02620353;-0.023111897;-0.016884701;-0.010820909;-0.003495357;-0.00041805
14.3;34.68;2.91;70.8;28;30.5;1.01;2.53;130;4.58;41.1;0.524;0;0.0025;-0.003214401;-0.009472918;-0.00494632;-0.007117921;-0.003240962;-0.00926085;-0.006447302;-0.000574114;-3.31846E-05;-0.000437706;-0.000023002;-0.003239977;-0.010615239;-0.016048232;-0.023687702;-0.027704155;-0.024406403;-0.017788395;-0.011451791;-0.003190015;-0.000129734
13.8;56.29;2.6;61.1;31.1;30.2;0.759;2.18;141;6.8;40.7;0.587;0;0.0025;-0.002766523;-0.008897846;-0.004104455;-0.006737685;-0.003091996;-0.008968548;-0.006158672;-0.000320891;0.000241249;-0.000228932;-0.000118971;-0.003058364;-0.009917754;-0.015490808;-0.022942943;-0.026948059;-0.023702051;-0.01723193;-0.011034413;-0.003368106;-0.00027667
14.1;57.82;2.06;66.7;28.7;30;0.977;2.88;142;6.13;40.7;0.495;0;0.0025;-0.00351456;-0.009481961;-0.004804661;-0.006520354;-0.002777916;-0.008624077;-0.005865499;-0.000154671;0.000379889;0.000188731;0.000144683;-0.002964852;-0.010379359;-0.015871966;-0.02359324;-0.02765342;-0.024294283;-0.017584011;-0.011233249;-0.002948692;2.78613E-05
12.6;40.9;2.4;65.8;30.5;31.6;0.856;2.24;140;5.59;43;0.599;0;0.0025;-0.002231979;-0.008522058;-0.003703847;-0.006389926;-0.003004548;-0.009193952;-0.006632028;-0.000582566;3.91981E-05;-0.00030284;-0.000320347;-0.003393037;-0.010260506;-0.015710564;-0.02305048;-0.02698957;-0.023839762;-0.017509654;-0.011299927;-0.003598881;-0.000469976
13.9;46.88;2.08;69.9;35.3;29;0.943;2.59;129;4.37;41.1;0.543;0;0.0025;-0.003079342;-0.009249252;-0.004578566;-0.006847264;-0.003167543;-0.009157071;-0.006391334;-0.000537886;1.78294E-05;-0.000346991;-6.98619E-05;-0.003220061;-0.0104559;-0.015934194;-0.023527494;-0.027545149;-0.024268705;-0.017696664;-0.011387606;-0.003283838;-0.00019598
12;48.6;2.78;58.6;32.4;29.5;0.826;2.24;149;5.07;42.9;0.459;0;0.0025;-0.004419378;-0.01026032;-0.005713477;-0.0075675;-0.00404758;-0.009933453;-0.006803947;-0.000984637;-0.00035647;-0.000691293;0.000156397;-0.003228913;-0.011411401;-0.017573891;-0.025900722;-0.03022028;-0.026466174;-0.019159168;-0.012307198;-0.003332619;4.79222E-05
13.1;37.11;2.74;70.9;34.5;29.6;0.663;2.18;139;5.63;42.5;0.462;0;0.0025;-0.005037139;-0.010668909;-0.006173803;-0.008146635;-0.004477463;-0.009931302;-0.006621205;-0.001060954;-0.000489187;-0.000988401;0.000274292;-0.003016061;-0.011241789;-0.01769058;-0.026135549;-0.030566897;-0.026682965;-0.01921834;-0.012291549;-0.003324694;0.000141805
13.8;47.5;2.93;64;29.8;29;0.725;2.46;136;7.36;42.6;0.605;0;0.0025;-0.002650825;-0.008670888;-0.003780346;-0.006299735;-0.002852723;-0.008715527;-0.006104219;-0.00032891;0.000228367;-9.24315E-05;-0.000173271;-0.003080911;-0.009841303;-0.015409215;-0.022792662;-0.02678167;-0.023578437;-0.017178714;-0.011007987;-0.003454174;-0.000346999
13.1;57.64;2.18;64.2;28.6;30;0.703;2.75;132;5.84;42.7;0.58;0;0.0025;-0.002993389;-0.008813767;-0.00381154;-0.006114031;-0.00290204;-0.008709032;-0.00613692;-0.000421716;0.000158438;-2.45024E-05;-0.000119698;-0.003079332;-0.010050033;-0.0157845;-0.023339024;-0.027392862;-0.02409691;-0.01752477;-0.011241836;-0.003489333;-0.000299284
12.9;64;2.81;51.7;35;31;1.07;2.08;115;3.94;41.4;0.618;0;0.0025;-0.001415213;-0.008344314;-0.003749262;-0.007232972;-0.003567504;-0.010234597;-0.007583117;-0.00116479;-0.000531077;-0.001294466;-0.00065996;-0.003940121;-0.010738339;-0.015856877;-0.02286038;-0.026659383;-0.023726864;-0.017736973;-0.011603216;-0.003915028;-0.000785542
13.2;38.95;2.78;55.1;37.1;29.8;0.64;2.19;136;4.47;41.5;0.527;0;0.002;-0.004002239;-0.009804687;-0.005097093;-0.0074597;-0.00395038;-0.009451615;-0.006423645;-0.000757704;-0.000180391;-0.000660459;0.00007494;-0.003015987;-0.010557922;-0.016691502;-0.024697792;-0.028948972;-0.02533637;-0.018296005;-0.011698931;-0.003413164;-7.86259E-05
12.3;64.22;2.66;65.4;39.5;29.5;0.69;2.38;141;2.64;40.4;0.514;0;0.0025;-0.004093433;-0.009813726;-0.005013626;-0.007103628;-0.003755973;-0.009370692;-0.006400847;-0.000689944;-7.47051E-05;-0.000381115;0.000115127;-0.003041274;-0.010754441;-0.016898913;-0.025007172;-0.029281048;-0.025633842;-0.01851598;-0.01184413;-0.003373487;-3.15921E-05
12.3;68.14;2.29;60.1;37.1;28.7;0.971;2.05;142;4.61;41.9;0.484;0;0.0025;-0.003826289;-0.01008584;-0.005686574;-0.007925623;-0.00420364;-0.010349486;-0.007200393;-0.001158784;-0.000528734;-0.001046177;1.3817E-06;-0.003484497;-0.011525209;-0.01738993;-0.025519319;-0.029714592;-0.026118072;-0.019030226;-0.01230228;-0.003422185;-8.61168E-05
10.8;47.74;2.98;56.5;28.3;31;0.897;2.64;111;3.28;42;0.522;0;0.003;-0.003276465;-0.009489324;-0.004785284;-0.007303266;-0.004297687;-0.010682784;-0.007820968;-0.001620876;-0.000899958;-0.001221955;-0.00030356;-0.003861458;-0.011758525;-0.01770148;-0.02576987;-0.029948957;-0.02643943;-0.019456675;-0.012702958;-0.003968356;-0.000425258
11;41.04;2.98;71.3;22.4;30;0.602;2.8;145;4.14;41.9;0.539;0;0.0025;-0.003695851;-0.009178556;-0.004017697;-0.005993753;-0.00318915;-0.009046489;-0.006268576;-0.000531693;0.000149576;0.000165776;1.36051E-05;-0.003049729;-0.010536944;-0.01673138;-0.024738692;-0.028986646;-0.02540213;-0.018369969;-0.011757018;-0.003542431;-0.000160238
11.7;39.84;2.77;58.8;33.2;31.1;0.896;2.59;139;5.78;41.6;0.517;0;0.0025;-0.003284203;-0.009302569;-0.004504988;-0.006581282;-0.00331806;-0.009464336;-0.006688439;-0.000714863;-5.99141E-05;-0.000234278;-7.09526E-05;-0.00334363;-0.010923434;-0.0166673;-0.024549725;-0.028665174;-0.025224794;-0.018374922;-0.011845518;-0.003433854;-0.00019044
14.4;47.92;2.32;67.6;31.5;31.4;0.754;2.21;138;4.86;41.5;0.499;0;0.002;-0.004250521;-0.010113467;-0.00560016;-0.007756808;-0.003927219;-0.009416875;-0.006284961;-0.000686056;-0.000158762;-0.000688352;0.000181158;-0.002958971;-0.010637343;-0.016649626;-0.024674142;-0.028919475;-0.025301252;-0.018248532;-0.011652133;-0.003187424;5.18743E-05
14.9;50.39;2.75;62.9;29.4;29.3;0.681;2.59;133;5.42;39.8;0.574;0;0.002;-0.00334426;-0.009163856;-0.004299185;-0.006585691;-0.002954395;-0.008473391;-0.00567411;-0.00011569;0.000391881;2.51671E-05;6.14953E-05;-0.002784541;-0.009716561;-0.015437813;-0.022982549;-0.027060466;-0.023726547;-0.017118352;-0.010895552;-0.003190407;-0.000110799
13.3;68.89;2.05;68;21.1;31.3;0.881;2.69;135;4.24;44.2;0.463;0;0.0025;-0.004349617;-0.010133891;-0.005606554;-0.007306525;-0.003695935;-0.00946076;-0.00650751;-0.000856492;-0.000296737;-0.000569892;0.000167276;-0.003143119;-0.011146395;-0.01712135;-0.025286978;-0.029546382;-0.02590892;-0.018764568;-0.012046901;-0.003223878;4.36932E-05
12.5;58.06;2.3;62.4;27.3;31.8;0.862;2.55;122;5.37;42;0.566;0;0.0025;-0.002715984;-0.008917752;-0.004119217;-0.006703754;-0.003409256;-0.00952179;-0.006889738;-0.000888818;-0.000264516;-0.000600366;-0.000277543;-0.003480164;-0.010661568;-0.016273126;-0.023854025;-0.027875658;-0.024605995;-0.018057564;-0.011688127;-0.003668695;-0.000420938
13.1;30.07;2.2;65.9;20.3;31.4;1.03;2.51;116;6.01;42.1;0.561;0;0.0025;-0.002472108;-0.008978122;-0.004386448;-0.007043545;-0.003470853;-0.009784313;-0.007148256;-0.001017226;-0.000413386;-0.000860901;-0.000333922;-0.003650961;-0.010882951;-0.016256353;-0.02369519;-0.027641766;-0.024471756;-0.01806578;-0.011742948;-0.003622753;-0.000449127
14;67.75;2.71;71.9;32;30.7;0.864;2.91;132;4.69;40.4;0.63;0;0.0025;-0.001865311;-0.008021319;-0.002969267;-0.005489868;-0.002089454;-0.00824539;-0.005916268;-5.30686E-05;0.000500116;0.000309853;-0.000320935;-0.003199038;-0.009617778;-0.014814108;-0.021771062;-0.02559538;-0.022665665;-0.016688015;-0.010735779;-0.003476974;-0.000501221
13.7;66.92;2.49;66.8;34.4;28.9;0.749;2.96;115;3.28;41.1;0.454;0;0.002;-0.004980379;-0.010607553;-0.006095299;-0.00783451;-0.004138905;-0.009605131;-0.006470635;-0.000961676;-0.000419545;-0.000795271;0.000284259;-0.003017305;-0.011211334;-0.017491536;-0.025862588;-0.030259484;-0.02647783;-0.019120784;-0.012257405;-0.003278299;0.000131334
13;49.08;2.32;53.5;24.7;31.2;1.08;2.23;128;4.2;41.7;0.553;0;0.0025;-0.002488603;-0.009094598;-0.004586755;-0.007240307;-0.003522205;-0.00988436;-0.007156381;-0.000956722;-0.000345994;-0.000857225;-0.000290319;-0.003639638;-0.010951246;-0.016281944;-0.023752319;-0.027693132;-0.024503414;-0.01806662;-0.011732284;-0.003523983;-0.000388192
13.5;49.65;2.91;53.9;22.1;30.9;0.986;2.38;134;5.25;39.5;0.629;0;0.0025;-0.001516775;-0.008068185;-0.003216618;-0.006094933;-0.002458593;-0.008894601;-0.006429182;-0.000286678;0.000303161;-0.000108585;-0.000428279;-0.003439448;-0.009934784;-0.014992734;-0.021891879;-0.02566885;-0.022785168;-0.016876081;-0.010909441;-0.003534809;-0.000576361
14.3;53.47;2.46;68.2;25.8;29.8;1.05;2.9;122;4.95;41.9;0.616;0;0.0025;-0.001545778;-0.008019116;-0.003174907;-0.00579901;-0.002215295;-0.008666649;-0.006401812;-0.000369879;0.000181997;-8.13441E-05;-0.000457576;-0.003505673;-0.010002713;-0.014964238;-0.021772543;-0.025509514;-0.022690402;-0.016866196;-0.010931948;-0.003536509;-0.000603031
12.1;42.27;2.85;70.8;25.5;32;0.632;2.8;121;6.13;41.6;0.646;0;0.0025;-0.001991404;-0.007963169;-0.00271375;-0.005615765;-0.002749634;-0.00888817;-0.00654306;-0.000617983;2.54637E-05;-0.000169885;-0.00049983;-0.003421581;-0.009968846;-0.015609851;-0.022835398;-0.026790524;-0.023707293;-0.017497465;-0.011334386;-0.004028187;-0.000727405
14.8;59.38;2.65;67.2;33.9;29.9;0.906;2.9;128;5.22;42.1;0.461;0;0.0025;-0.004381723;-0.010191203;-0.005720706;-0.007358097;-0.00345768;-0.009072345;-0.006098413;-0.000556774;-5.46478E-05;-0.000377473;0.000257694;-0.002954463;-0.010805038;-0.016633144;-0.024675831;-0.028896935;-0.025330706;-0.018300628;-0.011703268;-0.003011562;0.000129326
11.8;42.23;2.93;64.9;30.6;30;0.773;2.92;148;5.35;41.4;0.566;0;0.0025;-0.002852178;-0.008624966;-0.003480448;-0.005537162;-0.002524898;-0.008546712;-0.006058325;-0.000231607;0.000410927;0.000440037;-9.76152E-05;-0.003111406;-0.010172877;-0.0158502;-0.023451762;-0.027492063;-0.024196424;-0.017607255;-0.011289729;-0.003425046;-0.000260887
12.9;44.77;2.99;67.2;36.2;28.2;0.794;2.56;120;5.8;42.4;0.454;0;0.0025;-0.00483387;-0.010642609;-0.006221762;-0.008164051;-0.004524316;-0.010178491;-0.007019579;-0.001325185;-0.000741472;-0.001197727;0.000177006;-0.003276609;-0.011618843;-0.017927075;-0.026363555;-0.030758997;-0.026951453;-0.019542484;-0.012595395;-0.003463932;4.43377E-05
13.6;36.19;2.11;68.5;37.6;30.8;0.647;2.58;139;4.62;42.3;0.567;0;0.0025;-0.003318513;-0.009053103;-0.004096283;-0.006332922;-0.002979204;-0.008624027;-0.005900924;-0.000288874;0.000265701;0.000022814;7.387E-07;-0.002894666;-0.009917537;-0.015749177;-0.023374561;-0.027480373;-0.024104407;-0.017423246;-0.011121389;-0.00334378;-0.000177687
14.3;68.41;2.96;59.2;25.6;31.1;1.1;2.88;146;5.86;42.7;0.464;0;0.0025;-0.003727999;-0.009776422;-0.005279685;-0.006760936;-0.002825868;-0.008848224;-0.006025095;-0.000279147;0.000243293;0.000051136;0.000184843;-0.003056393;-0.010749785;-0.01618877;-0.024016356;-0.028087491;-0.024685392;-0.01788852;-0.011453531;-0.002849237;9.99721E-05
13.3;31.63;2.74;66.6;17;30.1;0.642;2.7;136;4.98;43.1;0.466;0;0.0025;-0.004861882;-0.010267192;-0.005563061;-0.007244781;-0.003777236;-0.009188177;-0.006085841;-0.000674236;-0.00012289;-0.000377636;0.000297807;-0.002822828;-0.010778368;-0.017112097;-0.025399974;-0.029781358;-0.025996918;-0.018680535;-0.011895803;-0.003197581;0.000141902
12.9;48.7;2.03;61.8;24.1;29.2;1.07;2.7;150;6.88;41.2;0.453;0;0.0025;-0.003891318;-0.00995003;-0.005410231;-0.006932644;-0.003129162;-0.009212365;-0.006308068;-0.000429571;0.000153773;-0.000052204;0.000188176;-0.00315233;-0.011101751;-0.0167252;-0.024754448;-0.028893743;-0.025375897;-0.01839761;-0.011799958;-0.002971315;0.000105411
13.6;43.46;2.7;62.1;27.2;29.4;0.847;2.04;125;4.58;40.8;0.457;0;0.0025;-0.004679085;-0.010843137;-0.006640133;-0.009014968;-0.005030871;-0.010699181;-0.007355491;-0.001517215;-0.000945819;-0.001729485;0.000124767;-0.003422371;-0.011757089;-0.017968113;-0.026344785;-0.030694855;-0.026918165;-0.019569095;-0.012652329;-0.003504617;1.68394E-05
11.7;39.92;2.78;63.7;36.9;30.1;0.923;2.71;125;5.87;42.3;0.581;0;0.0025;-0.002316646;-0.008555925;-0.003647389;-0.006178726;-0.003095653;-0.009447854;-0.006988332;-0.000870467;-0.000202367;-0.00037694;-0.000378476;-0.003621803;-0.010741369;-0.016246567;-0.023710467;-0.027676718;-0.02449391;-0.01807344;-0.011729417;-0.003759012;-0.000518674
11.8;46.02;2.93;66.8;30.4;28.8;0.798;2.17;148;4.93;40.5;0.568;0;0.0025;-0.002823056;-0.008930676;-0.004058895;-0.006571456;-0.003267835;-0.009324204;-0.00657987;-0.000565111;9.27773E-05;-0.000220224;-0.000160812;-0.003279749;-0.010466321;-0.016168589;-0.023849426;-0.027910702;-0.024560805;-0.017902777;-0.011516571;-0.003518884;-0.000301258
12.9;37.87;2.47;68.9;29.6;30.2;1.03;2.35;123;5.75;42;0.619;0;0.0025;-0.001505827;-0.00817158;-0.003424838;-0.006456639;-0.002952737;-0.009513367;-0.007059089;-0.000798027;-0.000176007;-0.000635433;-0.000556518;-0.003733683;-0.010432387;-0.015557758;-0.02255154;-0.026350118;-0.02342743;-0.017444946;-0.011356566;-0.003769751;-0.0006941
12.4;52.68;2.92;69.7;20.7;32.3;0.884;2.05;123;3.07;42.1;0.473;0;0.0025;-0.004330397;-0.01057324;-0.006295309;-0.008774357;-0.005083573;-0.010994496;-0.007743532;-0.001735121;-0.001107116;-0.001819949;-2.02313E-05;-0.003650547;-0.011996346;-0.018175878;-0.026542628;-0.030859424;-0.027115393;-0.019794317;-0.012856806;-0.003701951;-0.000123025
12.7;58.31;2.8;70.6;25.6;29.2;0.637;2.28;126;5.13;42;0.631;0;0.0025;-0.002353475;-0.008462958;-0.003474178;-0.006506153;-0.003286778;-0.009256004;-0.006626281;-0.000695916;-8.01681E-05;-0.0005395;-0.000378458;-0.003318699;-0.010027071;-0.015725562;-0.023111247;-0.027118346;-0.02392095;-0.017543126;-0.011321634;-0.003851461;-0.000579726
11.2;48.77;2.34;64.2;33.5;30.6;0.607;2.29;120;5;42.3;0.468;0;0.0025;-0.004922922;-0.010635984;-0.006059363;-0.008324614;-0.005151914;-0.010752192;-0.007550398;-0.00172905;-0.001051578;-0.0015477;6.48305E-05;-0.003444469;-0.011916927;-0.018614978;-0.027255373;-0.031758405;-0.02779988;-0.020176169;-0.013038794;-0.003850285;-8.13127E-05
12.4;60.23;2.99;65.2;34.8;29;0.678;2.73;151;5.29;43;0.592;0;0.0025;-0.002809155;-0.008539144;-0.003408763;-0.005553392;-0.002485049;-0.008361725;-0.005907461;-0.000171745;0.00043758;0.0004199;-0.000106415;-0.003006963;-0.009883832;-0.015600883;-0.023112884;-0.027146455;-0.023873566;-0.017344235;-0.01109741;-0.003449171;-0.000290102
13;41.64;2.67;68.6;32.4;31.8;0.774;2.83;123;2.85;41.3;0.538;0;0.0025;-0.003455175;-0.009314513;-0.004457992;-0.006649578;-0.003335958;-0.009117762;-0.006395469;-0.000655831;-7.00581E-05;-0.000313945;-4.42883E-05;-0.003164657;-0.01051829;-0.016346157;-0.024136584;-0.028266467;-0.024846854;-0.018050738;-0.011603632;-0.003449425;-0.000199742
11.8;54.9;2.99;68.6;24.7;28.7;0.838;2.24;139;5.66;42.7;0.51;0;0.0025;-0.003640996;-0.009669835;-0.005019515;-0.007270096;-0.003909562;-0.009922358;-0.006968611;-0.001011829;-0.000361031;-0.000711744;-4.95347E-05;-0.003381126;-0.011155744;-0.017103823;-0.025151271;-0.029347502;-0.025781566;-0.018756356;-0.012095916;-0.003517584;-0.000167957
13.2;41.72;2.49;61.6;23.7;29.5;0.921;2.35;126;5.18;41.4;0.464;0;0.0025;-0.004358473;-0.010455514;-0.006115288;-0.008189591;-0.0043645;-0.010217654;-0.007067832;-0.001221557;-0.000640937;-0.001170151;0.000112438;-0.003369667;-0.011562382;-0.017577307;-0.025829554;-0.030105507;-0.026429841;-0.019216519;-0.012406024;-0.003384529;5.3364E-06
11;69.18;2.81;61.4;25.2;30.1;0.735;2.81;129;5.31;41.8;0.625;0;0.0025;-0.001933761;-0.007969527;-0.002732096;-0.005456132;-0.002737622;-0.00910767;-0.006808156;-0.000717066;-7.8339E-06;-5.57313E-05;-0.000506295;-0.003586955;-0.010371452;-0.015986627;-0.023313323;-0.027272133;-0.024157915;-0.017873012;-0.011608922;-0.004031786;-0.000704506
13.6;42;2.54;71.4;35.5;31.1;0.722;2.65;133;4.49;41.7;0.6;0;0.0025;-0.00266645;-0.008611579;-0.003619322;-0.006069467;-0.00272765;-0.008595268;-0.006039542;-0.00028751;0.000275614;0.000026908;-0.000167817;-0.003070604;-0.009829937;-0.015412228;-0.02279901;-0.026786944;-0.023592904;-0.017195875;-0.011027268;-0.003473151;-0.000350294
12.9;56.42;2.01;64.4;29.9;30.3;0.988;2.75;132;4.45;42;0.528;0;0.0025;-0.002983019;-0.009144077;-0.00441881;-0.006519891;-0.003051515;-0.009172039;-0.006543155;-0.000603093;-6.3714E-06;-0.000216171;-0.000107334;-0.003339464;-0.010699402;-0.016171629;-0.02381418;-0.027824579;-0.024540149;-0.01793746;-0.011568624;-0.003335953;-0.000223604
13.7;56;2.89;65.6;27.5;29.6;0.654;2.44;122;4.69;40.1;0.62;0;0.0025;-0.002568794;-0.008630725;-0.003661625;-0.006551857;-0.003152407;-0.008998568;-0.006294212;-0.000484001;8.39839E-05;-0.00039372;-0.000262117;-0.003150951;-0.009844256;-0.015502354;-0.022870498;-0.026879365;-0.023677932;-0.017294839;-0.011118375;-0.003658541;-0.000459086
14;37.77;2.74;68.4;31.4;29.5;0.691;2.07;128;4.89;41.2;0.554;0;0.0025;-0.003645337;-0.009692564;-0.005086606;-0.00781054;-0.004090913;-0.009705101;-0.00660047;-0.000851017;-0.000297165;-0.000983481;-0.000027983;-0.003120661;-0.010481381;-0.016435767;-0.024264833;-0.028444633;-0.024943275;-0.018075075;-0.011598703;-0.003471303;-0.000178644
13.7;32.4;2.58;53.1;30.8;29.9;0.902;2.26;131;4.37;41.1;0.52;0;0.0025;-0.003497142;-0.009690737;-0.005175175;-0.007537404;-0.003766291;-0.009628955;-0.006684575;-0.00081503;-0.000248838;-0.000763028;-2.00053E-05;-0.003266015;-0.010795731;-0.016497018;-0.024323506;-0.028437149;-0.025001831;-0.018185355;-0.01171085;-0.003340864;-0.000136987
12.9;30.59;2.5;61.4;28.8;32.3;0.903;2.57;112;4.62;42.4;0.587;0;0.0025;-0.002336443;-0.008710988;-0.003948322;-0.006816755;-0.003477834;-0.009719904;-0.00713771;-0.001066273;-0.000453701;-0.00089271;-0.000426903;-0.003650929;-0.010677378;-0.016162388;-0.023544224;-0.027499432;-0.024349239;-0.017993437;-0.011697607;-0.003819924;-0.000575118
13.5;68.47;2.84;67.7;25.4;29.9;0.832;2.48;122;5.96;40.4;0.634;0;0.0025;-0.001926404;-0.008262468;-0.003347227;-0.006300232;-0.002848461;-0.009045705;-0.006505719;-0.000501861;8.31182E-05;-0.000360244;-0.000414842;-0.003391678;-0.009964642;-0.015304481;-0.022401538;-0.026279341;-0.023267759;-0.017166043;-0.011095892;-0.003692726;-0.00059051
13.5;30.9;2.98;61.4;36.7;30.5;1.1;2;154;3.27;41.3;0.614;0;0.0025;-0.001527177;-0.008253675;-0.003610875;-0.006396421;-0.00250834;-0.009030132;-0.006491652;-0.000247588;0.000344304;-0.000123308;-0.000360383;-0.003432949;-0.010057231;-0.015008904;-0.021939082;-0.025696926;-0.022797469;-0.016858084;-0.010880647;-0.003346543;-0.000474044
13.9;49.1;2.08;71.6;33.2;28.7;0.688;2.92;137;5.78;41.1;0.532;0;0.002;-0.003830535;-0.009414549;-0.004498335;-0.00635629;-0.00292931;-0.008422092;-0.005643761;-0.000154183;0.00037964;0.000215867;0.000170504;-0.002752692;-0.010024274;-0.015913296;-0.023706712;-0.027874282;-0.024400324;-0.017563358;-0.011160485;-0.003119029;5.3408E-06
