column,value_true,value_pred,err_percent
SF_6729_19,-66376.537989,-66684.0456667034,0.46327766861591646
SF_6730_19,-76243.68753499999,-76417.86484002469,0.2284481648985596
SF_6731_19,-93400.841724,-93637.52570021954,0.25340668440542263
SF_6691_19,969.6708346329999,1074.5662013241372,-10.817626244357239
SF_6690_19,75501.741581,75460.49640111857,0.054628117203336685
SF_6689_19,72826.599864,72854.28474223544,-0.038014788946807314
SF_6688_19,61487.38026800001,61570.45444290537,-0.13510768314290603
SF_6687_19,49793.148852,49879.64170518985,-0.1737043251611529
SF_6686_19,39271.462557,39347.11378665112,-0.19263664942785888
SF_6685_19,29516.817265,29681.411081023412,-0.5576272487162105
SF_6684_19,19485.981592999997,19557.2290600218,-0.36563447769753554
SF_6683_19,8905.9752261,8938.802421810073,-0.36859742899204745
SF_6682_19,-3236.5342205202996,-3226.516247494484,-0.30952779557526394
SF_6681_19,-16203.3203465,-16228.33214265667,0.15436216541921866
SF_6680_19,-31275.260562,-31319.445966581225,0.1412790934023783
SF_6679_19,-32175.549145999998,-32258.2846396228,0.25713778262923426
SF_6678_19,-21066.114850999995,-21171.126132590896,0.4984843305642411
SF_6677_19,-19154.498288,-19276.86944521497,0.6388638082555952
SF_6676_19,-31206.728023000003,-31307.553068764646,0.323087526799774
SF_6675_19,-59190.256158,-59218.41462201923,0.047572803104729645
SF_6674_19,-96780.154984,-96910.06852749403,0.13423572582159807
SF_6673_19,-125149.937358,-125320.53785108696,0.13631688252384272
SF_6672_19,-97760.84266400001,-97876.03583178463,0.11783160276198645
SF_6671_19,-46940.587585,-47012.37890203551,0.15294081461061787
SF_6664_19,57505.276577,57501.786494014974,0.006069152593935949
SF_6663_19,75579.716645,75637.44941219987,-0.07638658857514849
SF_6662_19,74014.31328100002,74098.64656564716,-0.11394185922789632
SF_6661_19,63049.233823,63140.529640147935,-0.14480083517625383
SF_6660_19,49988.554383,50086.044538592934,-0.1950249548046264
SF_6659_19,37394.082589000005,37487.671287095574,-0.2502767593584438
SF_6658_19,26327.257002000002,26362.404746498592,-0.13350325290599116
SF_6657_19,17640.470307,17719.60519278361,-0.4485985033642063
SF_6656_19,11168.043300099998,11234.087216184493,-0.59136515063389
SF_6655_19,6797.023587500001,6850.618070727277,-0.7884992973371259
SF_6654_19,4065.3890763,4107.503799657132,-1.035933401864242
SF_6653_19,2406.1834919999997,2428.374805891637,-0.9222619125024525
